329.8186679	0	0	0	0	0	0
3039.350725	0	0	0	0	0	0
210.9598632	0	0	0	0	0	0
1772.74049	0	0	0	0	0	0
526.7902537	0	0	0	0	0	0
2160.898506	0	0	0	0	0	0
130.209363	0	0	0	0	0	0
3048.186047	0	0	0	0	0	0
3010.98636	0	0	0	0	0	0
3077.258988	0	0	0	0	0	0
179.4738554	0	0	0	0	0	0
3104.592154	0	0	0	0	0	0
1089.42961	0	0	0	0	0	0
2985.269751	0	0	0	0	0	0
248.1836686	0	0	0	0	0	0
3059.302699	0	0	0	0	0	0
347.0095144	0	0	0	0	0	0
6615.621451	0	0	0	0	0	0
254.5241823	0	0	0	0	0	0
3226.387692	0	0	0	0	0	0
302.750397	0	0	0	0	0	0
3204.204736	0	0	0	0	0	0
277.7868733	0	0	0	0	0	0
3236.345679	0	0	0	0	0	0
274.9461816	0	0	0	0	0	0
3218.959325	0	0	0	0	0	0
293.2464518	0	0	0	0	0	0
967.097994	0	0	0	0	0	0
326.1511664	0	0	0	0	0	0
3059.302699	0	0	0	0	0	0
181.8550121	0	0	0	0	0	0
1162.823399	0	0	0	0	0	0
1020.511922	0	0	0	0	0	0
484.946699	0	0	0	0	0	0
2416.073733	0	0	0	0	0	0
184.2354388	0	0	0	0	0	0
2298.248767	0	0	0	0	0	0
557.7531915	0	0	0	0	0	0
2499.585221	0	0	0	0	0	0
177.8679445	0	0	0	0	0	0
2686.934017	0	0	0.02	0	0	0
985.5037594	0	0	0	0	0	0
3028.378339	0	0	0	0	0	0
266.1022713	0	0	0	0	0	0
2906.655579	0	0	0	0	0	0
306.847904	0	0	0	0	0	-0.03
3216.490798	0	0	0	0	0	0
263.213304	0	0	0	0	0	0
3226.387692	0	0	0	0	0	0
320.7144823	0	0	0	0	0	0
2359.001125	0	0	0	0	0	0
241.3710077	0	0	0	0	0	0
3258.977467	0	0	0	0	0	0
309.8171074	0	0	0	0	0	0
3118.441636	0	0	0	0	0	0
302.5756745	0	0	0	0	0	0
987.1273241	0	0	0	0	0	0
338.0867322	0	0	0	0	0	0
2966.268741	0	0	0	0	0	0
283.1310922	0	0	0	0	0	0
6069.904486	0	0	0	0	0	0
253.5548301	0	0	0	0	0	0
2545.087379	0	0	0	0	0	0
167.2236664	0	0	0	0	0	0
3125.412817	0	0	0	0	0	0
373.0259694	0	0	0	0	0	0
2775.846459	0	0	0	0	0	0
612.3965542	0	0	0	0	0	0
2863.006143	0	0	0	0	0	0
2045.004388	0	0	0	0	0	0
322.4899277	0	0	0	0	0	0
2314.737307	0	0	0	0	0	0
140.3105744	0	0	0	0	0	0
