Can bus setup done...
Succeful to send start motor command
Succeful to send start motor command
Succeful to send start motor command
16.00 13.33 -0.38 0.63 -1.00 1.69
16.00 13.33 -0.38 0.63 -0.97 1.69
16.00 13.33 -0.38 0.63 -0.98 1.69
16.00 13.33 -0.38 0.63 -1.13 1.69
16.00 13.33 -0.38 0.63 -1.13 1.69
16.00 13.33 -0.38 0.63 -1.14 1.69
16.00 13.33 -0.38 0.63 -1.20 1.69
16.00 13.33 -0.38 0.63 -1.08 1.69
16.00 13.33 -0.38 0.63 -0.84 1.69
16.00 13.33 -0.38 0.63 -0.98 1.69
16.00 13.33 -0.38 0.63 -0.73 1.69
16.00 13.33 -0.38 0.63 -0.83 1.69
16.00 13.33 -0.38 0.63 -0.77 1.69
16.00 13.33 -0.38 0.63 -1.00 1.69
16.00 13.33 -0.38 0.63 -1.08 1.69
16.00 13.33 -0.38 0.63 -1.09 1.69
16.00 13.33 -0.38 0.63 -1.08 1.69
16.00 13.33 -0.38 0.63 -1.19 1.69
16.00 13.33 -0.38 0.63 -1.00 1.69
16.00 13.33 -0.38 0.63 -1.13 1.69
16.00 13.33 -0.38 0.63 -1.28 1.69
16.00 13.33 -0.38 0.63 -1.36 1.69
16.00 13.33 -0.38 0.63 -1.19 1.69
16.00 13.33 -0.38 0.63 -1.27 1.69
16.00 13.33 -0.38 0.63 -1.36 1.69
16.00 13.33 -0.38 0.63 -1.33 1.69
16.00 13.33 -0.38 0.63 -1.30 1.69
16.00 13.33 -0.38 0.63 -1.44 1.69
16.00 13.33 -0.38 0.63 -1.41 1.69
16.00 13.33 -0.38 0.63 -1.50 1.69
16.00 13.33 -0.38 0.63 -1.72 1.69
16.00 13.33 -0.38 0.63 -1.70 1.69
16.00 13.33 -0.38 0.63 -1.80 1.69
16.00 13.33 -0.38 0.63 -2.02 1.69
16.00 13.33 -0.38 0.63 -7.22 1.69
16.00 13.33 -0.38 0.63 -8.42 1.69
16.00 13.33 -0.38 0.63 -3.84 1.69
16.00 13.33 -0.38 0.63 -1.36 1.69
16.00 13.33 -0.38 0.63 -0.72 1.69
16.00 13.33 -0.38 0.63 -0.64 1.69
16.00 13.33 -0.38 0.63 -0.73 1.69
16.00 13.33 -0.38 0.63 -0.88 1.69
16.00 13.33 -0.38 0.63 -0.95 1.69
16.00 13.33 -0.38 0.63 -1.16 1.69
16.00 13.33 -0.38 0.63 -1.36 1.69
16.00 13.33 -0.38 0.63 -1.02 1.69
16.00 13.33 -0.38 0.63 -1.22 1.69
16.00 13.33 -0.38 0.63 -1.23 1.69
16.00 13.33 -0.38 0.63 -1.13 1.69
16.00 13.33 -0.38 0.63 -1.41 1.69
16.00 13.33 -0.38 0.63 -1.38 1.69
16.00 13.33 -0.38 0.63 -1.56 1.69
16.00 13.33 -0.38 0.63 -1.50 1.69
16.00 13.33 -0.38 0.63 -1.70 1.69
16.00 13.33 -0.38 0.63 -1.53 1.69
16.00 13.33 -0.38 0.63 -1.44 1.69
16.00 13.33 -0.38 0.63 -1.61 1.69
16.00 13.33 -0.38 0.63 -1.55 1.69
16.00 13.33 -0.38 0.63 -1.52 1.69
16.00 13.33 -0.38 0.63 -1.55 1.69
16.00 13.33 -0.38 0.63 -1.55 1.69
16.00 13.33 -0.38 0.63 -1.23 1.69
16.00 13.33 -0.38 0.63 -1.30 1.69
16.00 13.33 -0.38 0.63 -1.02 1.69
16.00 13.33 -0.38 0.63 -1.06 1.69
16.00 13.33 -0.38 0.63 -1.03 1.69
16.00 13.33 -0.38 0.63 -1.11 1.69
16.00 13.33 -0.38 0.63 -1.11 1.69
16.00 13.33 -0.38 0.63 -1.19 1.69
16.00 13.33 -0.38 0.63 -1.16 1.69
16.00 13.33 -0.38 0.63 -1.02 1.69
16.00 13.33 -0.38 0.63 -1.09 1.69
16.00 13.33 -0.38 0.63 -0.91 1.69
16.00 13.33 -0.38 0.63 -0.94 1.69
16.00 13.33 -0.38 0.63 -1.05 1.69
16.00 13.33 -0.38 0.63 -1.02 1.69
16.00 13.33 -0.38 0.63 -0.92 1.69
16.00 13.33 -0.38 0.63 -0.88 1.69
16.00 13.33 -0.38 0.63 -0.92 1.69
16.00 13.33 -0.38 0.63 -0.88 1.69
16.00 13.33 -0.38 0.63 -1.09 1.69
16.00 13.33 -0.38 0.63 -1.13 1.69
16.00 13.33 -0.38 0.63 -1.02 1.69
16.00 13.33 -0.38 0.63 -1.13 1.69
16.00 13.33 -0.38 0.63 -1.13 1.69
16.00 13.33 -0.38 0.63 -1.05 1.69
16.00 13.33 -0.38 0.63 -0.95 1.69
16.00 13.33 -0.38 0.63 -1.19 1.69
16.00 13.33 -0.38 0.63 -1.19 1.69
16.00 13.33 -0.38 0.63 -1.22 1.69
16.00 13.33 -0.38 0.63 -1.36 1.69
16.00 13.33 -0.38 0.63 -1.39 1.69
16.00 13.33 -0.38 0.63 -1.28 1.69
16.00 13.33 -0.38 0.63 -1.33 1.69
16.00 13.33 -0.38 0.63 -1.47 1.69
16.00 13.33 -0.38 0.63 -1.38 1.69
16.00 13.33 -0.38 0.63 -1.38 1.69
16.00 13.33 -0.38 0.63 -1.47 1.69
16.00 13.33 -0.38 0.63 -1.36 1.69
16.00 13.33 -0.38 0.63 -1.47 1.69
16.00 13.33 -0.38 0.63 -1.20 1.69
16.00 13.33 -0.38 0.63 -1.17 1.69
16.00 13.33 -0.38 0.63 -1.39 1.69
16.00 13.33 -0.38 0.63 -1.25 1.69
16.00 13.33 -0.38 0.63 -1.33 1.69
16.00 13.33 -0.38 0.63 -1.09 1.69
16.00 13.33 -0.38 0.63 -1.30 1.69
16.00 13.33 -0.38 0.63 -1.23 1.69
16.00 13.33 -0.38 0.63 -1.02 1.69
16.00 13.33 -0.38 0.63 -1.27 1.69
16.00 13.33 -0.38 0.63 -1.11 1.69
16.00 13.33 -0.38 0.63 -1.06 1.69
16.00 13.33 -0.38 0.63 -1.14 1.69
16.00 13.33 -0.38 0.63 -1.22 1.69
16.00 13.33 -0.38 0.63 -0.97 1.69
16.00 13.33 -0.38 0.63 -0.80 1.69
16.00 13.33 -0.38 0.63 -1.06 1.69
16.00 13.33 -0.38 0.63 -0.89 1.69
16.00 13.33 -0.38 0.63 -0.94 1.69
16.00 13.33 -0.38 0.63 -0.66 1.69
16.00 13.33 -0.38 0.63 -0.58 1.69
16.00 13.33 -0.38 0.63 -0.59 1.69
16.00 13.33 -0.38 0.63 -0.61 1.69
16.00 13.33 -0.38 0.63 -0.64 1.69
16.00 13.33 -0.38 0.63 -0.67 1.69
16.00 13.33 -0.38 0.63 -0.73 1.69
16.00 13.33 -0.38 0.63 -0.66 1.69
16.00 13.33 -0.38 0.63 -0.84 1.69
16.00 13.33 -0.38 0.63 -0.66 1.69
16.00 13.33 -0.38 0.63 -0.55 1.69
16.00 13.33 -0.38 0.63 -0.52 1.69
16.00 13.33 -0.38 0.63 -0.39 1.69
16.00 13.33 -0.38 0.63 -0.59 1.69
16.00 13.33 -0.38 0.63 -0.61 1.69
16.00 13.33 -0.38 0.63 -0.55 1.69
16.00 13.33 -0.38 0.63 -0.78 1.69
16.00 13.33 -0.38 0.63 -0.73 1.69
16.00 13.33 -0.38 0.63 -0.72 1.69
16.00 13.33 -0.38 0.63 -0.66 1.69
16.00 13.33 -0.38 0.63 -0.67 1.69
16.00 13.33 -0.38 0.63 -0.67 1.69
16.00 13.33 -0.38 0.63 -0.69 1.69
16.00 13.33 -0.38 0.63 -0.72 1.69
16.00 13.33 -0.38 0.63 -0.75 1.69
16.00 13.33 -0.38 0.63 -0.78 1.69
16.00 13.33 -0.38 0.63 -0.75 1.69
16.00 13.33 -0.38 0.63 -0.72 1.69
16.00 13.33 -0.38 0.63 -0.77 1.69
16.00 13.33 -0.38 0.63 -0.69 1.69
16.00 13.33 -0.38 0.63 -0.69 1.69
16.00 13.33 -0.38 0.63 -0.70 1.69
16.00 13.33 -0.38 0.63 -0.80 1.69
16.00 13.33 -0.38 0.63 -0.81 1.69
16.00 13.33 -0.38 0.63 -0.81 1.69
16.00 13.33 -0.38 0.63 -0.78 1.69
16.00 13.33 -0.38 0.63 -0.83 1.69
16.00 13.33 -0.38 0.63 -0.91 1.69
16.00 13.33 -0.38 0.63 -0.88 1.69
16.00 13.33 -0.38 0.63 -0.80 1.69
16.00 13.33 -0.38 0.63 -0.91 1.69
16.00 13.33 -0.38 0.63 -1.03 1.69
16.00 13.33 -0.38 0.63 -1.00 1.69
16.00 13.33 -0.38 0.63 -1.05 1.69
16.00 13.33 -0.38 0.63 -1.09 1.69
16.00 13.33 -0.38 0.63 -1.08 1.69
16.00 13.33 -0.38 0.63 -1.00 1.69
16.00 13.33 -0.38 0.63 -1.00 1.69
16.00 13.33 -0.38 0.63 -1.13 1.69
16.00 13.33 -0.38 0.63 -1.05 1.69
16.00 13.33 -0.38 0.63 -1.00 1.69
16.00 13.33 -0.38 0.63 -1.09 1.69
16.00 13.33 -0.38 0.63 -1.09 1.69
16.00 13.33 -0.38 0.63 -1.00 1.69
16.00 13.33 -0.38 0.63 -0.95 1.69
16.00 13.33 -0.38 0.63 -1.25 1.69
16.00 13.33 -0.38 0.63 -1.13 1.69
16.00 13.33 -0.38 0.63 -1.27 1.69
16.00 13.33 -0.38 0.63 -1.20 1.69
16.00 13.33 -0.38 0.63 -1.23 1.69
16.00 13.33 -0.38 0.63 -1.11 1.69
16.00 13.33 -0.38 0.63 -1.20 1.69
16.00 13.33 -0.38 0.63 -1.30 1.69
16.00 13.33 -0.38 0.63 -1.30 1.69
16.00 13.33 -0.38 0.63 -1.09 1.69
16.00 13.33 -0.38 0.63 -1.11 1.69
16.00 13.33 -0.38 0.63 -1.11 1.64
16.00 13.33 -0.38 0.63 -0.88 1.66
16.00 13.33 -0.38 0.63 -0.88 1.58
16.00 13.33 -0.38 0.63 -1.36 1.58
16.00 13.33 -0.38 0.63 -1.16 1.66
16.00 13.33 -0.38 0.63 -1.20 1.67
16.00 13.33 -0.38 0.63 -1.11 1.67
16.00 13.33 -0.38 0.63 -1.25 1.67
16.00 13.33 -0.38 0.63 -1.16 1.67
16.00 13.33 -0.38 0.63 -1.02 1.61
16.00 13.33 -0.38 0.63 -1.16 1.61
16.00 13.33 -0.38 0.63 -1.25 1.61
16.00 13.33 -0.38 0.63 -1.23 1.61
16.00 13.33 -0.38 0.63 -1.22 1.61
16.00 13.33 -0.38 0.63 -1.20 1.61
16.00 13.33 -0.38 0.63 -1.41 1.61
16.00 13.33 -0.38 0.63 -1.27 1.61
16.00 13.33 -0.38 0.63 -1.13 1.64
16.00 13.33 -0.38 0.63 -1.28 1.64
16.00 13.33 -0.38 0.63 -1.34 1.69
16.00 13.33 -0.38 0.63 -1.16 1.64
16.00 13.33 -0.38 0.63 -1.16 1.64
16.00 13.33 -0.38 0.63 -1.28 1.64
16.00 13.33 -0.38 0.63 -1.30 1.64
16.00 13.33 -0.38 0.63 -1.38 1.72
16.00 13.33 -0.38 0.63 -1.30 1.67
16.00 13.33 -0.38 0.63 -1.28 1.66
16.00 13.33 -0.38 0.63 -1.20 1.69
16.00 13.33 -0.38 0.63 -1.30 1.77
16.00 13.33 -0.38 0.63 -1.36 1.73
16.00 13.33 -0.38 0.63 -1.34 1.83
16.00 13.33 -0.38 0.63 -1.30 1.64
16.00 13.33 -0.38 0.63 -1.22 1.86
16.00 13.33 -0.38 0.63 -1.30 1.67
16.00 13.33 -0.38 0.63 -1.27 1.83
16.00 13.33 -0.38 0.63 -1.33 1.59
16.00 13.33 -0.38 0.63 -1.31 1.69
16.00 13.33 -0.38 0.63 -1.33 1.72
16.00 13.33 -0.38 0.63 -1.27 1.75
16.00 13.33 -0.38 0.63 -1.33 1.98
16.00 13.33 -0.38 0.63 -1.30 1.83
16.00 13.33 -0.38 0.63 -1.30 1.86
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.20 1.88
16.00 13.33 -0.38 0.63 -1.19 1.66
16.00 13.33 -0.38 0.63 -1.20 1.89
16.00 13.33 -0.38 0.63 -1.27 1.70
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.17 1.67
16.00 13.33 -0.38 0.63 -1.23 1.75
16.00 13.33 -0.38 0.63 -1.22 1.88
16.00 13.33 -0.38 0.63 -1.27 1.78
16.00 13.33 -0.38 0.63 -1.30 1.78
16.00 13.33 -0.38 0.63 -1.28 1.88
16.00 13.33 -0.38 0.63 -1.36 1.81
16.00 13.33 -0.38 0.63 -1.23 1.88
16.00 13.33 -0.38 0.63 -1.25 1.78
16.00 13.33 -0.38 0.63 -1.13 1.80
16.00 13.33 -0.38 0.63 -1.13 1.69
16.00 13.33 -0.38 0.63 -1.14 1.84
16.00 13.33 -0.38 0.63 -1.19 1.84
16.00 13.33 -0.38 0.63 -1.19 1.69
16.00 13.33 -0.38 0.63 -1.19 1.91
16.00 13.33 -0.38 0.63 -1.17 1.72
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.17 1.89
16.00 13.33 -0.38 0.63 -1.20 1.69
16.00 13.33 -0.38 0.63 -1.19 1.84
16.00 13.33 -0.38 0.63 -1.17 1.81
16.00 13.33 -0.38 0.63 -1.20 1.94
16.00 13.33 -0.38 0.63 -1.19 2.08
16.00 13.33 -0.38 0.63 -1.20 1.98
16.00 13.33 -0.38 0.63 -1.20 2.00
16.00 13.33 -0.38 0.63 -1.20 2.00
16.00 13.33 -0.38 0.63 -1.19 2.03
16.00 13.33 -0.38 0.63 -1.20 2.00
16.00 13.33 -0.38 0.63 -1.17 2.17
16.00 13.33 -0.38 0.63 -1.20 2.00
16.00 13.33 -0.38 0.63 -1.23 2.28
16.00 13.33 -0.38 0.63 -1.25 2.20
16.00 13.33 -0.38 0.63 -1.28 2.34
16.00 13.33 -0.38 0.63 -1.22 2.48
16.00 13.33 -0.38 0.63 -1.22 6.59
16.00 13.33 -0.38 0.63 -1.20 8.80
16.00 13.33 -0.38 0.63 -1.20 5.41
16.00 13.33 -0.38 0.63 -1.20 2.39
16.00 13.33 -0.38 0.63 -1.38 1.31
16.00 13.33 -0.38 0.63 -1.36 1.47
16.00 13.33 -0.38 0.63 -1.23 1.31
16.00 13.33 -0.38 0.63 -1.28 1.31
16.00 13.33 -0.38 0.63 -1.23 1.34
16.00 13.33 -0.38 0.63 -1.17 1.41
16.00 13.33 -0.38 0.63 -1.16 1.45
16.00 13.33 -0.38 0.63 -1.02 1.56
16.00 13.33 -0.38 0.63 -1.09 1.61
16.00 13.33 -0.38 0.63 -1.08 1.70
16.00 13.33 -0.38 0.63 -1.31 1.78
16.00 13.33 -0.38 0.63 -1.20 1.91
16.00 13.33 -0.38 0.63 -1.09 1.95
16.00 13.33 -0.38 0.63 -1.22 2.03
16.00 13.33 -0.38 0.63 -1.16 2.09
16.00 13.33 -0.38 0.63 -1.08 2.09
16.00 13.33 -0.38 0.63 -1.20 2.23
16.00 13.33 -0.38 0.63 -1.13 2.23
16.00 13.33 -0.38 0.63 -1.11 2.23
16.00 13.33 -0.38 0.63 -1.31 2.11
16.00 13.33 -0.38 0.63 -1.13 2.20
16.00 13.33 -0.38 0.63 -1.23 2.28
16.00 13.33 -0.38 0.63 -0.92 2.19
16.00 13.33 -0.38 0.63 -1.06 2.39
16.00 13.33 -0.38 0.63 -1.08 2.34
16.00 13.33 -0.38 0.63 -1.09 2.17
16.00 13.33 -0.38 0.63 -1.28 2.31
16.00 13.33 -0.38 0.63 -1.22 2.34
16.00 13.33 -0.38 0.63 -1.30 2.36
16.00 13.33 -0.38 0.63 -1.22 2.27
16.00 13.33 -0.38 0.63 -1.33 2.08
16.00 13.33 -0.38 0.63 -1.20 2.06
16.00 13.33 -0.38 0.63 -1.33 2.17
16.00 13.33 -0.38 0.63 -1.27 2.08
16.00 13.33 -0.38 0.63 -1.00 2.05
16.00 13.33 -0.38 0.63 -1.20 2.08
16.00 13.33 -0.38 0.63 -1.17 1.95
16.00 13.33 -0.38 0.63 -1.19 1.91
16.00 13.33 -0.38 0.63 -1.34 1.78
16.00 13.33 -0.38 0.63 -1.14 1.75
16.00 13.33 -0.38 0.63 -1.13 1.72
16.00 13.33 -0.38 0.63 -1.42 1.67
16.00 13.33 -0.38 0.63 -1.39 1.59
16.00 13.33 -0.38 0.63 -1.14 1.61
16.00 13.33 -0.38 0.63 -1.19 1.58
16.00 13.33 -0.38 0.63 -1.38 1.45
16.00 13.33 -0.38 0.63 -1.41 1.52
16.00 13.33 -0.38 0.63 -1.27 1.77
16.00 13.33 -0.38 0.63 -1.25 1.70
16.00 13.33 -0.38 0.63 -1.28 1.53
16.00 13.33 -0.38 0.63 -1.13 1.53
16.00 13.33 -0.38 0.63 -1.17 1.53
16.00 13.33 -0.38 0.63 -1.27 1.53
16.00 13.33 -0.38 0.63 -1.23 1.53
16.00 13.33 -0.38 0.63 -1.17 1.53
16.00 13.33 -0.38 0.63 -1.36 1.53
16.00 13.33 -0.38 0.63 -1.23 1.53
16.00 13.33 -0.38 0.63 -1.17 1.53
16.00 13.33 -0.38 0.63 -1.39 1.53
16.00 13.33 -0.38 0.63 -1.42 1.53
16.00 13.33 -0.38 0.63 -1.55 1.53
16.00 13.33 -0.38 0.63 -1.31 1.53
16.00 13.33 -0.38 0.63 -1.34 1.53
16.00 13.33 -0.38 0.63 -1.58 1.53
16.00 13.33 -0.38 0.63 -1.23 1.53
16.00 13.33 -0.38 0.63 -1.55 1.53
16.00 13.33 -0.38 0.63 -1.34 1.53
16.00 13.33 -0.38 0.63 -1.56 1.53
16.00 13.33 -0.38 0.63 -1.28 1.53
16.00 13.33 -0.38 0.63 -1.56 1.53
16.00 13.33 -0.38 0.63 -1.33 1.53
16.00 13.33 -0.38 0.63 -1.48 1.53
16.00 13.33 -0.38 0.63 -1.58 1.53
16.00 13.33 -0.38 0.63 -1.50 1.53
16.00 13.33 -0.38 0.63 -1.36 1.53
16.00 13.33 -0.38 0.63 -1.19 1.53
16.00 13.33 -0.38 0.63 -1.45 1.53
16.00 13.33 -0.38 0.63 -1.34 1.53
16.00 13.33 -0.38 0.63 -1.34 1.53
16.00 13.33 -0.38 0.63 -1.45 1.53
16.00 13.33 -0.38 0.63 -1.25 1.53
16.00 13.33 -0.38 0.63 -1.17 1.53
16.00 13.33 -0.38 0.63 -1.25 1.53
16.00 13.33 -0.38 0.63 -1.16 1.53
16.00 13.33 -0.38 0.63 -1.20 1.53
16.00 13.33 -0.38 0.63 -1.25 1.53
16.00 13.33 -0.38 0.63 -1.28 1.53
16.00 13.33 -0.38 0.63 -1.23 1.53
16.00 13.33 -0.38 0.63 -1.31 1.53
16.00 13.33 -0.38 0.63 -1.33 1.53
16.00 13.33 -0.38 0.63 -0.94 1.53
16.00 13.33 -0.38 0.63 -1.08 1.53
16.00 13.33 -0.38 0.63 -0.86 1.53
16.00 13.33 -0.38 0.63 -0.83 1.53
16.00 13.33 -0.38 0.63 -0.91 1.53
16.00 13.33 -0.38 0.63 -0.67 1.53
16.00 13.33 -0.38 0.63 -0.83 1.53
16.00 13.33 -0.38 0.63 -0.97 1.53
16.00 13.33 -0.38 0.63 -0.83 1.53
16.00 13.33 -0.38 0.63 -0.84 1.53
16.00 13.33 -0.38 0.63 -0.66 1.53
16.00 13.33 -0.38 0.63 -0.89 1.53
16.00 13.33 -0.38 0.63 -0.69 1.53
16.00 13.33 -0.38 0.63 -0.78 1.53
16.00 13.33 -0.38 0.63 -0.83 1.53
16.00 13.33 -0.38 0.63 -0.75 1.53
16.00 13.33 -0.38 0.63 -0.58 1.53
16.00 13.33 -0.38 0.63 -0.88 1.53
16.00 13.33 -0.38 0.63 -0.66 1.53
16.00 13.33 -0.38 0.63 -0.70 1.53
16.00 13.33 -0.38 0.63 -0.70 1.53
16.00 13.33 -0.38 0.63 -0.72 1.53
16.00 13.33 -0.38 0.63 -0.75 1.53
16.00 13.33 -0.38 0.63 -0.66 1.53
16.00 13.33 -0.38 0.63 -0.80 1.53
16.00 13.33 -0.38 0.63 -0.80 1.53
16.00 13.33 -0.38 0.63 -0.69 1.53
16.00 13.33 -0.38 0.63 -0.67 1.53
16.00 13.33 -0.38 0.63 -0.58 1.53
16.00 13.33 -0.38 0.63 -0.59 1.53
16.00 13.33 -0.38 0.63 -0.64 1.53
16.00 13.33 -0.38 0.63 -0.56 1.53
16.00 13.33 -0.38 0.63 -0.78 1.53
16.00 13.33 -0.38 0.63 -0.70 1.53
16.00 13.33 -0.38 0.63 -0.66 1.53
16.00 13.33 -0.38 0.63 -0.53 1.53
16.00 13.33 -0.38 0.63 -0.64 1.53
16.00 13.33 -0.38 0.63 -0.58 1.53
16.00 13.33 -0.38 0.63 -0.78 1.53
16.00 13.33 -0.38 0.63 -0.80 1.53
16.00 13.33 -0.38 0.63 -0.80 1.53
16.00 13.33 -0.38 0.63 -0.84 1.53
16.00 13.33 -0.38 0.63 -0.80 1.53
16.00 13.33 -0.38 0.63 -0.80 1.53
16.00 13.33 -0.38 0.63 -0.86 1.53
16.00 13.33 -0.38 0.63 -0.84 1.53
16.00 13.33 -0.38 0.63 -0.84 1.53
16.00 13.33 -0.38 0.63 -0.91 1.53
16.00 13.33 -0.38 0.63 -0.94 1.53
16.00 13.33 -0.38 0.63 -0.98 1.53
16.00 13.33 -0.38 0.63 -1.02 1.53
16.00 13.33 -0.38 0.63 -0.95 1.53
16.00 13.33 -0.38 0.63 -0.94 1.53
16.00 13.33 -0.38 0.63 -0.89 1.53
16.00 13.33 -0.38 0.63 -0.88 1.53
16.00 13.33 -0.38 0.63 -0.84 1.53
16.00 13.33 -0.38 0.63 -0.73 1.53
16.00 13.33 -0.38 0.63 -0.69 1.53
16.00 13.33 -0.38 0.63 -0.80 1.53
16.00 13.33 -0.38 0.63 -0.84 1.53
16.00 13.33 -0.38 0.63 -0.95 1.53
16.00 13.33 -0.38 0.63 -1.02 1.53
16.00 13.33 -0.38 0.63 -0.92 1.53
16.00 13.33 -0.38 0.63 -1.03 1.53
16.00 13.33 -0.38 0.63 -0.88 1.53
16.00 13.33 -0.38 0.63 -0.84 1.53
16.00 13.33 -0.38 0.63 -0.77 1.53
16.00 13.33 -0.38 0.63 -0.94 1.53
16.00 13.33 -0.38 0.63 -0.98 1.53
16.00 13.33 -0.38 0.63 -0.97 1.53
16.00 13.33 -0.38 0.63 -0.89 1.53
16.00 13.33 -0.38 0.63 -0.89 1.53
16.00 13.33 -0.38 0.63 -0.94 1.53
16.00 13.33 -0.38 0.63 -0.98 1.53
16.00 13.33 -0.38 0.63 -0.94 1.53
16.00 13.33 -0.38 0.63 -0.84 1.53
16.00 13.33 -0.38 0.63 -0.89 1.53
16.00 13.33 -0.38 0.63 -1.05 1.53
16.00 13.33 -0.38 0.63 -0.94 1.53
16.00 13.33 -0.38 0.63 -0.92 1.53
16.00 13.33 -0.38 0.63 -0.94 1.53
16.00 13.33 -0.38 0.63 -1.03 1.53
16.00 13.33 -0.38 0.63 -0.97 1.53
16.00 13.33 -0.38 0.63 -0.92 1.53
16.00 13.33 -0.38 0.63 -1.08 1.53
16.00 13.33 -0.38 0.63 -0.94 1.53
16.00 13.33 -0.38 0.63 -0.95 1.53
16.00 13.33 -0.38 0.63 -0.98 1.53
16.00 13.33 -0.38 0.63 -1.00 1.53
16.00 13.33 -0.38 0.63 -0.91 1.53
16.00 13.33 -0.38 0.63 -1.06 1.53
16.00 13.33 -0.38 0.63 -0.98 1.53
16.00 13.33 -0.38 0.63 -1.03 1.53
16.00 13.33 -0.38 0.63 -1.06 1.53
16.00 13.33 -0.38 0.63 -1.02 1.53
16.00 13.33 -0.38 0.63 -0.92 1.53
16.00 13.33 -0.38 0.63 -1.08 1.53
16.00 13.33 -0.38 0.63 -0.92 1.53
16.00 13.33 -0.38 0.63 -0.94 1.53
16.00 13.33 -0.38 0.63 -0.94 1.92
16.00 13.33 -0.38 0.63 -0.97 1.92
16.00 13.33 -0.38 0.63 -1.00 1.92
16.00 13.33 -0.38 0.63 -0.86 1.92
16.00 13.33 -0.38 0.63 -0.97 1.92
16.00 13.33 -0.38 0.63 -1.02 1.92
16.00 13.33 -0.38 0.63 -0.97 1.92
16.00 13.33 -0.38 0.63 -0.98 1.92
16.00 13.33 -0.38 0.63 -1.05 1.92
16.00 13.33 -0.38 0.63 -1.19 1.92
16.00 13.33 -0.38 0.63 -0.94 1.92
16.00 13.33 -0.38 0.63 -1.28 1.92
16.00 13.33 -0.38 0.63 -0.89 1.92
16.00 13.33 -0.38 0.63 -1.17 1.92
16.00 13.33 -0.38 0.63 -0.67 1.92
16.00 13.33 -0.38 0.63 -1.02 1.92
16.00 13.33 -0.38 0.63 -0.77 1.92
16.00 13.33 -0.38 0.63 -0.91 1.92
16.00 13.33 -0.38 0.63 -0.92 1.92
16.00 13.33 -0.38 0.63 -1.05 1.92
16.00 13.33 -0.38 0.63 -1.02 1.92
16.00 13.33 -0.38 0.63 -1.05 1.92
16.00 13.33 -0.38 0.63 -0.88 1.92
16.00 13.33 -0.38 0.63 -1.06 1.92
16.00 13.33 -0.38 0.63 -0.98 1.92
16.00 13.33 -0.38 0.63 -1.03 1.92
16.00 13.33 -0.38 0.63 -0.86 1.92
16.00 13.33 -0.38 0.63 -0.97 1.92
16.00 13.33 -0.38 0.63 -1.02 1.92
16.00 13.33 -0.38 0.63 -0.88 1.92
16.00 13.33 -0.38 0.63 -1.11 1.92
16.00 13.33 -0.38 0.63 -0.97 1.92
16.00 13.33 -0.38 0.63 -1.08 1.92
16.00 13.33 -0.38 0.63 -0.97 1.92
16.00 13.33 -0.38 0.63 -0.89 1.92
16.00 13.33 -0.38 0.63 -1.02 1.92
16.00 13.33 -0.38 0.63 -1.00 1.92
16.00 13.33 -0.38 0.63 -0.98 1.92
16.00 13.33 -0.38 0.63 -1.02 1.92
16.00 13.33 -0.38 0.63 -0.95 1.92
16.00 13.33 -0.38 0.63 -0.94 1.92
16.00 13.33 -0.38 0.63 -0.91 1.92
16.00 13.33 -0.38 0.63 -0.84 1.92
16.00 13.33 -0.38 0.63 -0.97 1.92
16.00 13.33 -0.38 0.63 -0.97 1.92
16.00 13.33 -0.38 0.63 -1.00 1.92
16.00 13.33 -0.38 0.63 -1.14 1.92
16.00 13.33 -0.38 0.63 -1.13 1.92
16.00 13.33 -0.38 0.63 -1.05 1.92
16.00 13.33 -0.38 0.63 -1.11 1.92
16.00 13.33 -0.38 0.63 -1.06 1.92
16.00 13.33 -0.38 0.63 -1.00 1.92
16.00 13.33 -0.38 0.63 -1.09 1.92
16.00 13.33 -0.38 0.63 -1.13 1.92
16.00 13.33 -0.38 0.63 -1.05 1.92
16.00 13.33 -0.38 0.63 -0.97 1.92
16.00 13.33 -0.38 0.63 -1.11 1.92
16.00 13.33 -0.38 0.63 -1.25 1.92
16.00 13.33 -0.38 0.63 -1.08 1.92
16.00 13.33 -0.38 0.63 -1.13 1.92
16.00 13.33 -0.38 0.63 -1.22 1.92
16.00 13.33 -0.38 0.63 -1.00 1.92
16.00 13.33 -0.38 0.63 -1.14 1.92
16.00 13.33 -0.38 0.63 -1.27 1.92
16.00 13.33 -0.38 0.63 -1.30 1.92
16.00 13.33 -0.38 0.63 -1.31 1.92
16.00 13.33 -0.38 0.63 -1.39 1.92
16.00 13.33 -0.38 0.63 -1.44 1.92
16.00 13.33 -0.38 0.63 -1.48 1.92
16.00 13.33 -0.38 0.63 -1.48 1.92
16.00 13.33 -0.38 0.63 -1.47 1.92
16.00 13.33 -0.38 0.63 -1.38 1.92
16.00 13.33 -0.38 0.63 -1.66 1.92
16.00 13.33 -0.38 0.63 -1.47 1.92
16.00 13.33 -0.38 0.63 -1.84 1.92
16.00 13.33 -0.38 0.63 -1.77 1.92
