Can bus setup done...
Succeful to send start motor command
Succeful to send start motor command
Succeful to send start motor command
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.27 1.83
16.00 13.33 -0.38 0.63 -1.25 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.27 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -0.97 1.83
16.00 13.33 -0.38 0.63 -1.00 1.83
16.00 13.33 -0.38 0.63 -0.98 1.83
16.00 13.33 -0.38 0.63 -0.95 1.83
16.00 13.33 -0.38 0.63 -0.94 1.83
16.00 13.33 -0.38 0.63 -0.92 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -0.97 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -0.98 1.83
16.00 13.33 -0.38 0.63 -0.97 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.27 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.25 1.83
16.00 13.33 -0.38 0.63 -1.25 1.83
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.00 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.27 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -0.95 1.83
16.00 13.33 -0.38 0.63 -0.91 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.25 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.27 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.25 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -0.97 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.00 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -0.98 1.83
16.00 13.33 -0.38 0.63 -0.95 1.83
16.00 13.33 -0.38 0.63 -0.86 1.83
16.00 13.33 -0.38 0.63 -0.97 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.00 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.25 1.83
16.00 13.33 -0.38 0.63 -1.27 1.83
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.25 1.83
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.30 1.83
16.00 13.33 -0.38 0.63 -1.33 1.83
16.00 13.33 -0.38 0.63 -1.25 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.27 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.34 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.33 1.83
16.00 13.33 -0.38 0.63 -1.27 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.31 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.30 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.25 1.83
16.00 13.33 -0.38 0.63 -0.98 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -0.98 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.28 1.83
16.00 13.33 -0.38 0.63 -1.23 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.13 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.22 1.83
16.00 13.33 -0.38 0.63 -1.00 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -0.98 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -0.94 1.83
16.00 13.33 -0.38 0.63 -0.89 1.83
16.00 13.33 -0.38 0.63 -0.88 1.83
16.00 13.33 -0.38 0.63 -0.97 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.00 1.83
16.00 13.33 -0.38 0.63 -0.97 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.19 1.83
16.00 13.33 -0.38 0.63 -0.97 1.83
16.00 13.33 -0.38 0.63 -0.97 1.83
16.00 13.33 -0.38 0.63 -0.92 1.83
16.00 13.33 -0.38 0.63 -0.81 1.83
16.00 13.33 -0.38 0.63 -0.91 1.83
16.00 13.33 -0.38 0.63 -1.03 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.02 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.20 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -0.91 1.83
16.00 13.33 -0.38 0.63 -0.95 1.83
16.00 13.33 -0.38 0.63 -0.91 1.83
16.00 13.33 -0.38 0.63 -0.91 1.83
16.00 13.33 -0.38 0.63 -0.95 1.83
16.00 13.33 -0.38 0.63 -0.98 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.08 1.83
16.00 13.33 -0.38 0.63 -1.05 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.06 1.83
16.00 13.33 -0.38 0.63 -1.09 1.83
16.00 13.33 -0.38 0.63 -1.11 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.16 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.14 1.83
16.00 13.33 -0.38 0.63 -1.17 1.83
16.00 13.33 -0.38 0.63 -1.13 1.95
16.00 13.33 -0.38 0.63 -1.13 1.95
16.00 13.33 -0.38 0.63 -1.13 1.91
16.00 13.33 -0.38 0.63 -1.16 1.92
16.00 13.33 -0.38 0.63 -1.17 1.80
16.00 13.33 -0.38 0.63 -1.19 1.80
16.00 13.33 -0.38 0.63 -1.19 1.72
16.00 13.33 -0.38 0.63 -1.23 1.88
16.00 13.33 -0.38 0.63 -1.20 1.89
16.00 13.33 -0.38 0.63 -1.19 1.91
16.00 13.33 -0.38 0.63 -1.25 1.91
16.00 13.33 -0.38 0.63 -1.22 1.91
16.00 13.33 -0.38 0.63 -1.27 1.91
