,,Xie0406:LASI,,,Xie0406:RASI,,,Xie0406:LPSI,,,Xie0406:RPSI,,,Xie0406:LTHI,,,Xie0406:LKNE,,,Xie0406:LTIB,,,Xie0406:LANK,,,Xie0406:LHEE,,,Xie0406:LTOE,,,Xie0406:RTHI,,,Xie0406:RKNE,,,Xie0406:RTIB,,,Xie0406:RANK,,,Xie0406:RHEE,,,Xie0406:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
414,0,301.578,1688.48,942.588,324.945,1430.58,947.891,,,,,,,173.912,1746.13,466.911,128.947,1731.4,445.013,148.388,1775.02,336.23,141.499,1761.15,27.5459,95.5872,1640.56,45.2473,358.617,1792.65,51.817,125.364,1368.87,428.675,,,,218.822,1331.67,52.9242,,,,,,,,,
415,0,302.445,1688.9,942.654,325.328,1430.92,947.853,,,,,,,174.148,1746.36,466.897,128.392,1730.88,444.463,148.639,1775.21,336.195,141.518,1761.15,27.5532,95.5821,1640.55,45.254,358.63,1792.64,51.8058,125.45,1368.98,428.689,,,,218.861,1331.67,52.902,,,,,,,,,
416,0,303.288,1689.24,942.714,325.683,1431.23,947.783,,,,,,,173.704,1745.92,465.56,128.023,1730.62,444.061,148.837,1775.36,336.171,141.535,1761.17,27.5858,95.5999,1640.55,45.2562,358.63,1792.64,51.7934,126.62,1369.15,429.946,,,,218.87,1331.66,52.8845,,,,,,,,,
417,0,304.105,1689.59,942.729,326.032,1431.53,947.699,,,,,,,174.635,1746.53,466.005,127.946,1730.56,443.919,149.012,1775.51,336.157,141.559,1761.19,27.6059,95.6116,1640.53,45.2564,358.632,1792.63,51.7858,126.654,1369.3,429.519,,,,218.886,1331.65,52.8646,,,,,,,,,
418,0,304.837,1689.96,942.734,326.313,1431.76,947.664,,,,,,,175.67,1747.61,466.813,128.008,1730.62,443.905,149.179,1775.65,336.134,141.559,1761.18,27.6015,95.6158,1640.52,45.2696,358.636,1792.62,51.7782,126.504,1369.63,429.5,,,,218.885,1331.63,52.8506,,,,,,,,,
419,0,305.677,1690.48,942.792,326.617,1431.95,947.631,,,,,,,175.955,1747.83,466.842,128.028,1730.67,443.863,149.341,1775.79,336.082,141.526,1761.16,27.5481,95.6216,1640.53,45.2516,358.626,1792.62,51.7689,126.524,1369.98,429.61,,,,218.893,1331.63,52.8468,,,,,,,,,
420,0,306.571,1691.02,942.831,326.951,1432.24,947.589,,,,,,,176.248,1748.03,466.799,127.83,1730.58,443.593,149.438,1775.93,336.045,141.545,1761.17,27.5551,95.6216,1640.53,45.2489,358.647,1792.62,51.7691,126.127,1370.45,429.459,,,,218.909,1331.63,52.8439,,,,,,,,,
421,0,307.365,1691.42,942.79,327.24,1432.61,947.518,,,,,,,176.373,1748.15,466.777,127.567,1730.39,443.272,149.532,1776.07,336.017,141.538,1761.18,27.5733,95.6064,1640.53,45.2461,358.652,1792.6,51.7652,126.424,1370.56,429.67,,,,218.887,1331.62,52.8537,,,,,,,,,
422,0,307.945,1691.64,942.689,327.476,1432.96,947.434,,,,,,,176.416,1748.25,466.767,126.964,1730.17,442.118,149.612,1776.22,335.986,141.543,1761.17,27.5599,95.6062,1640.54,45.2479,358.654,1792.61,51.7561,126.775,1370.68,430.024,,,,218.879,1331.62,52.864,,,,,,,,,
423,0,308.392,1691.79,942.644,327.66,1433.28,947.37,,,,,,,176.253,1748.38,466.743,126.509,1729.9,441.477,149.629,1776.37,335.973,141.534,1761.16,27.547,95.5931,1640.55,45.2472,358.655,1792.61,51.7448,126.475,1371.23,430.234,,,,218.866,1331.62,52.8823,,,,,,,,,
424,0,308.938,1692.06,942.662,327.808,1433.56,947.313,,,,,,,176.259,1748.55,466.749,126.476,1730.18,441.512,149.601,1776.49,335.98,141.552,1761.18,27.5723,95.6009,1640.54,45.2484,358.656,1792.6,51.7536,126.553,1371.32,430.237,,,,218.858,1331.63,52.8933,,,,,,,,,
425,0,309.53,1692.35,942.667,327.979,1433.73,947.233,,,,,,,175.582,1748.27,465.826,126.535,1730.49,441.709,149.493,1776.58,335.963,141.541,1761.17,27.5492,95.6155,1640.54,45.2511,358.654,1792.61,51.7485,126.653,1371.45,430.258,,,,218.849,1331.62,52.8907,,,,,,,,,
426,0,310.133,1692.64,942.612,328.239,1433.88,947.13,,,,,,,175.534,1748.39,465.915,126.355,1730.62,441.688,149.345,1776.65,335.937,141.539,1761.18,27.5336,95.6081,1640.54,45.24,358.649,1792.6,51.7485,126.57,1371.71,430.31,,,,218.855,1331.62,52.8896,,,,,,,,,
427,0,310.66,1692.85,942.478,328.49,1434.11,947.022,,,,,,,175.119,1748.59,465.799,125.907,1730.23,441.332,149.214,1776.73,335.924,141.57,1761.19,27.566,95.6419,1640.51,45.2345,358.653,1792.61,51.7505,125.902,1372.14,429.894,,,,218.851,1331.6,52.8769,,,,,,,,,
428,0,311.09,1692.97,942.303,328.708,1434.38,946.936,,,,,,,174.987,1748.71,465.72,125.475,1730.03,441.051,149.077,1776.8,335.903,141.592,1761.23,27.5975,95.6196,1640.53,45.2285,358.645,1792.6,51.7607,125.696,1372.35,430.007,,,,218.86,1331.59,52.885,,,,,,,,,
429,0,311.596,1693.21,942.163,328.874,1434.67,946.882,,,,,,,174.899,1748.78,465.694,125.126,1730.03,440.937,148.935,1776.86,335.88,141.609,1761.23,27.596,95.6075,1640.54,45.2159,358.639,1792.61,51.7676,126.123,1372.35,430.384,,,,218.848,1331.59,52.8954,,,,,,,,,
430,0,312.086,1693.52,942.156,329.018,1434.95,946.814,,,,,,,175.606,1749.7,466.695,125.136,1730.23,441.058,148.785,1776.91,335.852,141.595,1761.23,27.5863,95.5786,1640.54,45.2116,358.623,1792.61,51.777,126.293,1372.49,430.619,,,,218.827,1331.59,52.9118,,,,,,,,,
431,0,312.533,1693.79,942.153,329.128,1435.23,946.768,,,,,,,175.585,1749.8,466.737,125.599,1731.14,441.895,148.585,1776.95,335.825,141.578,1761.23,27.5502,95.5746,1640.54,45.1807,358.62,1792.61,51.8019,125.51,1373.15,430.529,,,,218.805,1331.6,52.9383,,,,,,,,,
432,0,312.925,1694.03,942.128,329.275,1435.47,946.674,,,,,,,175.457,1749.85,466.741,126.266,1732.02,442.678,148.354,1777.01,335.799,141.574,1761.22,27.5286,95.5793,1640.53,45.1711,358.602,1792.61,51.8276,125.451,1373.23,430.538,,,,218.768,1331.59,52.9615,,,,,,,,,
433,0,313.26,1694.22,942.05,329.512,1435.63,946.512,,,,,,,175.11,1749.86,466.771,126.639,1732.63,443.201,148.087,1777.05,335.754,141.548,1761.21,27.4925,95.5678,1640.52,45.1389,358.592,1792.61,51.8357,125.525,1373.28,430.568,,,,218.76,1331.6,52.9863,,,,,,,,,
434,0,313.525,1694.3,941.885,329.767,1435.77,946.33,,,,,,,174.841,1749.98,466.801,126.317,1732.93,443.796,147.789,1777.11,335.699,141.546,1761.19,27.4668,95.5699,1640.51,45.1274,358.594,1792.61,51.8536,125.286,1373.67,430.772,,,,218.737,1331.59,53.0109,,,,,,,,,
435,0,313.829,1694.47,941.693,329.933,1436,946.155,,,,,,,173.946,1749.87,466.951,125.857,1732.7,443.565,147.453,1777.16,335.658,141.525,1761.17,27.4296,95.5602,1640.52,45.1073,358.596,1792.62,51.8683,121.01,1374.35,429.389,,,,218.699,1331.6,53.0386,,,,,,,,,
436,0,314.134,1694.71,941.512,330.088,1436.26,945.986,,,,,,,173.654,1749.88,466.954,124.826,1732.07,442.887,147.134,1777.22,335.633,141.49,1761.15,27.3913,95.5584,1640.52,45.0947,358.582,1792.63,51.8779,120.301,1374.41,429.416,,,,218.682,1331.6,53.0536,,,,,,,,,
437,0,314.533,1695.08,941.381,330.238,1436.54,945.88,,,,,,,173.461,1749.93,466.955,122.884,1730.94,441.663,146.781,1777.29,335.612,141.523,1761.18,27.412,95.5632,1640.51,45.0764,358.566,1792.63,51.8888,123.761,1374.81,430.784,,,,218.687,1331.59,53.0545,,,,,,,,,
438,0,314.922,1695.51,941.305,330.413,1436.8,945.781,,,,,,,173.201,1749.99,466.913,121.226,1729.74,440.434,146.432,1777.34,335.574,141.511,1761.2,27.4089,95.5382,1640.52,45.0357,358.561,1792.63,51.9079,124.383,1374.91,430.866,,,,218.679,1331.58,53.0377,,,,,,,,,
439,0,315.249,1695.92,941.273,330.556,1437.1,945.692,,,,,,,172.929,1750.03,466.842,120.008,1728.91,439.53,146.117,1777.4,335.555,141.56,1761.23,27.4122,95.5304,1640.52,45.015,358.546,1792.64,51.9294,124.286,1374.95,430.883,,,,218.68,1331.58,53.0245,,,,,,,,,
440,0,315.451,1696.21,941.223,330.682,1437.4,945.608,,,,,,,172.611,1750.07,466.809,119.102,1728.38,438.938,145.75,1777.46,335.504,141.564,1761.23,27.4103,95.5226,1640.52,44.9835,358.526,1792.64,51.9597,124.23,1374.97,430.909,,,,218.687,1331.58,53.0135,,,,,,,,,
441,0,315.63,1696.49,941.148,330.809,1437.63,945.516,,,,,,,171.151,1749.78,465.629,118.422,1728,438.586,145.386,1777.52,335.454,141.545,1761.22,27.3738,95.4993,1640.53,44.9482,358.52,1792.65,51.9846,124.202,1374.99,430.956,,,,218.694,1331.56,52.9954,,,,,,,,,
442,0,315.767,1696.78,941.071,330.98,1437.86,945.437,,,,,,,170.719,1749.75,465.538,120.312,1731.57,441.003,145.056,1777.57,335.401,141.579,1761.25,27.3866,95.493,1640.53,44.9097,358.513,1792.65,52.0127,123.957,1375.23,431.103,,,,218.708,1331.56,52.9822,,,,,,,,,
443,0,315.89,1697.11,940.951,331.141,1438.12,945.364,,,,,,,170.446,1749.78,465.528,122.856,1734.08,443.32,144.75,1777.62,335.364,141.592,1761.27,27.3739,95.49,1640.52,44.8979,358.516,1792.66,52.0345,123.798,1375.33,431.151,,,,218.705,1331.55,52.9794,,,,,,,,,
444,0,316.041,1697.5,940.836,331.313,1438.37,945.288,,,,,,,170.14,1749.78,465.478,123.394,1734.85,443.935,144.36,1777.69,335.337,141.595,1761.29,27.3714,95.4883,1640.53,44.8566,358.493,1792.67,52.0497,123.783,1375.41,431.301,,,,218.693,1331.54,52.9598,,,,,,,,,
445,0,316.24,1697.96,940.72,331.488,1438.69,945.179,,,,,,,169.659,1749.81,465.454,122.073,1734.02,443.05,143.966,1777.77,335.299,141.576,1761.27,27.3238,95.4841,1640.51,44.8347,358.455,1792.67,52.0777,123.698,1375.65,431.625,,,,218.687,1331.54,52.9511,,,,,,,,,
446,0,316.347,1698.27,940.567,331.676,1439.03,945.064,,,,,,,168.692,1749.72,465.528,119.615,1732.34,441.155,143.559,1777.89,335.249,141.552,1761.25,27.2996,95.4434,1640.52,44.8014,358.451,1792.68,52.1017,123.684,1375.76,431.794,,,,218.703,1331.54,52.9313,,,,,,,,,
447,0,316.224,1698.32,940.298,331.816,1439.39,944.977,,,,,,,168.296,1749.73,465.495,117.184,1730.57,439.579,143.141,1777.98,335.198,141.529,1761.26,27.2723,95.4551,1640.49,44.7813,358.456,1792.68,52.1213,123.752,1375.92,432.018,,,,218.701,1331.52,52.9031,,,,,,,,,
448,0,316.029,1698.34,939.98,331.903,1439.73,944.897,,,,,,,167.955,1749.81,465.452,116.016,1730.27,439.44,142.795,1778.06,335.168,141.537,1761.27,27.2781,95.441,1640.52,44.7508,358.442,1792.68,52.1346,123.514,1376.23,432.055,,,,218.705,1331.51,52.8711,,,,,,,,,
449,0,315.973,1698.6,939.724,332.023,1440.03,944.804,,,,,,,167.657,1749.85,465.481,115.907,1730.69,439.826,142.509,1778.14,335.156,141.548,1761.28,27.2983,95.4477,1640.51,44.7403,358.428,1792.68,52.1426,123.077,1376.55,432.025,,,,218.732,1331.5,52.8437,,,,,,,,,
450,0,315.977,1699.02,939.593,332.172,1440.36,944.743,,,,,,,167.256,1749.84,465.479,116.472,1731.82,440.895,142.257,1778.21,335.132,141.57,1761.3,27.3079,95.4495,1640.5,44.7306,358.434,1792.68,52.1564,122.684,1376.85,432.036,,,,218.737,1331.49,52.8112,,,,,,,,,
451,0,315.908,1699.36,939.453,332.335,1440.73,944.611,,,,,,,166.415,1749.94,465.332,117.059,1732.7,441.801,141.945,1778.27,335.129,141.558,1761.28,27.2817,95.4519,1640.49,44.7132,358.422,1792.69,52.1589,122.414,1377.08,432.176,,,,218.766,1331.48,52.7805,,,,,,,,,
452,0,315.839,1699.76,939.316,332.471,1441.15,944.468,,,,,,,166.719,1750.64,466.213,117.456,1733.67,443.007,141.558,1778.28,335.124,141.547,1761.25,27.2789,95.4431,1640.48,44.7136,358.417,1792.68,52.156,120.598,1377.99,431.797,,,,218.771,1331.46,52.7677,,,,,,,,,
453,0,315.888,1700.25,939.219,332.623,1441.51,944.327,,,,,,,166.494,1750.69,466.222,117.621,1733.95,443.285,141.075,1778.29,335.128,141.556,1761.26,27.3093,95.4329,1640.48,44.7108,358.415,1792.69,52.1628,120.061,1378,431.805,,,,218.767,1331.46,52.7474,,,,,,,,,
454,0,316.024,1700.83,939.139,332.747,1441.83,944.207,,,,,,,165.99,1750.7,466.226,116.729,1733.48,442.765,140.605,1778.31,335.129,141.545,1761.27,27.3241,95.4003,1640.49,44.6974,358.407,1792.69,52.1648,121.205,1378.14,433.089,,,,218.762,1331.44,52.7361,,,,,,,,,
455,0,315.93,1701.09,938.932,332.848,1442.16,944.103,,,,,,,164.838,1750.55,466.375,115.282,1732.52,441.824,140.172,1778.33,335.113,141.556,1761.27,27.3371,95.4122,1640.46,44.6706,358.41,1792.7,52.1762,121.415,1377.91,432.946,,,,218.757,1331.45,52.7419,,,,,,,,,
456,0,315.468,1700.98,938.521,332.855,1442.65,943.959,,,,,,,164.343,1750.51,466.357,121.03,1743.88,451.041,139.779,1778.37,335.089,141.516,1761.24,27.3192,95.4176,1640.44,44.6829,358.396,1792.7,52.1687,121.019,1378.18,433.23,,,,218.739,1331.44,52.7452,,,,,,,,,
457,0,315.075,1701.1,938.151,332.967,1443.13,943.762,,,,,,,163.957,1750.52,466.351,121.606,1744.12,450.689,139.367,1778.42,335.06,141.532,1761.23,27.3354,95.4363,1640.45,44.6839,358.412,1792.69,52.1627,122.046,1378.2,435.947,,,,218.728,1331.45,52.7543,,,,,,,,,
458,0,315.036,1701.76,937.981,333.124,1443.55,943.598,,,,,,,163.414,1750.58,466.425,120.903,1744.15,450.694,138.81,1778.45,335.069,141.539,1761.22,27.3705,95.4228,1640.43,44.6836,358.421,1792.7,52.1588,121.626,1377.81,434.219,,,,218.705,1331.45,52.7689,,,,,,,,,
459,0,315.029,1702.38,937.906,333.282,1443.92,943.355,,,,,,,162.876,1750.57,466.432,120.41,1744.13,450.665,138.246,1778.48,335.086,141.543,1761.23,27.3851,95.4394,1640.43,44.6876,358.419,1792.7,52.1669,119.026,1379.54,433.54,,,,218.675,1331.46,52.7898,,,,,,,,,
460,0,314.966,1702.84,937.78,333.371,1444.33,943.112,,,,,,,162.013,1750.72,466.366,120.031,1744.16,450.667,137.705,1778.49,335.107,141.552,1761.24,27.4004,95.4525,1640.4,44.6822,358.413,1792.7,52.1547,118.597,1379.6,433.596,,,,218.663,1331.45,52.8046,,,,,,,,,
461,0,314.776,1703.17,937.533,333.483,1444.75,942.874,,,,,,,161.463,1750.72,466.365,119.432,1744.19,450.687,137.216,1778.52,335.129,141.503,1761.19,27.3552,95.4452,1640.4,44.6907,358.409,1792.7,52.1509,118.744,1379.56,433.921,,,,218.634,1331.47,52.8093,,,,,,,,,
462,0,314.389,1703.38,937.193,333.656,1445.19,942.675,,,,,,,160.226,1750.58,466.508,118.742,1744.33,450.727,136.658,1778.55,335.126,141.467,1761.17,27.3244,95.4136,1640.43,44.676,358.411,1792.71,52.1463,118.418,1379.78,433.974,,,,218.63,1331.47,52.8028,,,,,,,,,
463,0,313.969,1703.62,936.878,333.782,1445.73,942.5,,,,,,,159.658,1750.54,466.556,116.385,1744.19,451,136.023,1778.58,335.106,141.473,1761.17,27.338,95.4326,1640.4,44.6702,358.397,1792.7,52.1573,118.09,1379.92,433.958,,,,218.624,1331.46,52.8059,,,,,,,,,
464,0,313.856,1704.34,936.688,333.878,1446.25,942.36,,,,,,,159.182,1750.59,466.518,116.452,1744.64,450.644,135.413,1778.67,335.045,141.53,1761.22,27.3898,95.4102,1640.43,44.6517,358.397,1792.72,52.1593,113.376,1380.53,432.572,,,,218.623,1331.45,52.7891,,,,,,,,,
465,0,313.974,1705.14,936.559,333.955,1446.72,942.242,,,,,,,158.393,1750.64,466.416,116.455,1744.77,450.585,134.763,1778.78,334.973,141.531,1761.22,27.4002,95.3858,1640.41,44.631,358.378,1792.71,52.1683,117.095,1380.23,434.281,,,,218.629,1331.44,52.7676,,,,,,,,,
466,0,313.733,1705.36,936.229,334.125,1447.21,942.088,,,,,,,157.366,1750.74,466.303,115.665,1745,450.65,134.192,1778.9,334.886,141.511,1761.22,27.3881,95.4019,1640.41,44.6033,358.363,1792.72,52.1807,117.555,1380.44,434.412,,,,218.638,1331.44,52.7569,,,,,,,,,
467,0,313.325,1705.63,935.765,334.27,1447.85,941.875,,,,,,,155.527,1750.2,465.235,114.881,1745.05,450.642,133.572,1778.99,334.828,141.484,1761.21,27.3588,95.3924,1640.4,44.593,358.35,1792.72,52.1949,117.114,1380.65,434.457,,,,218.623,1331.43,52.759,,,,,,,,,
468,0,312.925,1706.03,935.422,334.444,1448.38,941.647,,,,,,,154.531,1750.12,465.201,114.011,1745.11,450.606,132.93,1779.05,334.774,141.457,1761.18,27.3225,95.3613,1640.41,44.5764,358.335,1792.72,52.2076,116.927,1380.79,434.633,,,,218.627,1331.43,52.765,,,,,,,,,
469,0,312.719,1706.59,935.202,334.576,1448.82,941.453,,,,,,,154.037,1750.16,465.154,111.915,1744.92,449.459,132.251,1779.12,334.715,141.42,1761.16,27.3019,95.3765,1640.4,44.5436,358.318,1792.73,52.2147,117.124,1381.07,435.383,,,,218.613,1331.43,52.7782,,,,,,,,,
470,0,312.67,1707.25,934.931,334.615,1449.51,941.254,,,,,,,153.412,1750.27,465.109,110.896,1744.93,449.398,131.537,1779.21,334.643,141.423,1761.18,27.3234,95.3442,1640.4,44.5319,358.3,1792.73,52.2187,116.818,1381.24,435.072,,,,218.608,1331.44,52.7813,,,,,,,,,
471,0,312.309,1707.43,934.494,334.777,1450.14,941.013,,,,,,,152.562,1750.35,465.027,110.858,1745.21,450.131,130.887,1779.32,334.546,141.454,1761.21,27.3511,95.3364,1640.4,44.5205,358.285,1792.73,52.2306,116.51,1381.49,434.97,,,,218.597,1331.44,52.7888,,,,,,,,,
472,0,311.939,1707.81,934.058,335.024,1450.7,940.699,,,,,,,152.251,1751.13,465.79,110.299,1745.34,450.129,130.113,1779.4,334.485,141.418,1761.19,27.3325,95.3333,1640.4,44.4955,358.278,1792.74,52.2297,115.67,1381.91,434.322,,,,218.597,1331.44,52.7854,,,,,,,,,
473,0,311.94,1708.74,933.815,335.245,1451.27,940.438,,,,,,,150.978,1751.07,465.897,108.19,1745.2,450.449,129.363,1779.42,334.456,141.402,1761.16,27.305,95.3405,1640.38,44.4979,358.266,1792.74,52.2319,115.394,1382.25,434.353,,,,218.602,1331.43,52.7731,,,,,,,,,
474,0,311.87,1709.37,933.634,335.552,1451.77,940.208,,,,,,,150.303,1751.1,465.869,107.906,1745.31,450.073,128.716,1779.4,334.417,141.382,1761.14,27.3002,95.3308,1640.37,44.4866,358.265,1792.74,52.2175,115.405,1382.43,434.427,,,,218.613,1331.42,52.7594,,,,,,,,,
475,0,311.609,1709.75,933.24,335.768,1452.48,940.011,,,,,,,149.858,1751.13,465.888,107.294,1745.33,450.012,128.116,1779.34,334.388,141.396,1761.15,27.3531,95.3533,1640.33,44.487,358.262,1792.75,52.2147,115.765,1382.46,434.783,,,,218.619,1331.42,52.7518,,,,,,,,,
476,0,311.226,1710.06,932.795,335.94,1453.13,939.839,,,,,,,149.18,1751.1,465.869,107.012,1745.2,449.893,127.513,1779.27,334.368,141.422,1761.17,27.4174,95.378,1640.29,44.4897,358.269,1792.75,52.2073,115.848,1382.6,434.974,,,,218.638,1331.42,52.7521,,,,,,,,,
477,0,311.278,1710.91,932.585,336.228,1453.69,939.678,,,,,,,148.576,1751.05,465.863,106.02,1745.09,449.904,126.79,1779.16,334.333,141.42,1761.13,27.4493,95.3612,1640.28,44.4778,358.251,1792.77,52.1911,116.05,1382.87,435.669,,,,218.642,1331.42,52.7456,,,,,,,,,
478,0,311.527,1711.94,932.473,336.499,1454.4,939.396,,,,,,,147.317,1750.97,465.868,105.648,1744.98,449.864,126.158,1779.04,334.28,141.397,1761.11,27.456,95.3864,1640.22,44.4813,358.257,1792.77,52.1725,116.179,1382.84,435.657,,,,218.636,1331.41,52.7352,,,,,,,,,
479,0,311.378,1712.3,932.094,336.685,1455.04,939.162,,,,,,,146.708,1750.91,465.844,105.138,1744.89,449.852,125.624,1778.92,334.207,141.347,1761.05,27.462,95.3982,1640.17,44.4722,358.257,1792.77,52.1616,116.21,1382.94,435.698,,,,218.64,1331.41,52.738,,,,,,,,,
480,0,311.075,1712.61,931.613,336.821,1455.65,939.052,,,,,,,146.046,1750.89,465.845,104.705,1744.78,449.836,125.164,1778.82,334.128,141.329,1760.99,27.4874,95.4075,1640.13,44.4724,358.275,1792.78,52.139,116.243,1383.04,435.721,,,,218.633,1331.41,52.7292,,,,,,,,,
481,0,310.947,1713.1,931.352,337.004,1456.36,938.857,,,,,,,145.615,1750.87,465.824,104.233,1744.71,449.836,124.736,1778.75,334.078,141.308,1760.95,27.5114,95.432,1640.07,44.487,358.284,1792.78,52.1107,116.104,1383.27,435.716,,,,218.654,1331.4,52.713,,,,,,,,,
482,0,311.137,1713.85,931.26,337.254,1456.98,938.651,,,,,,,145.453,1750.9,465.803,103.97,1744.72,449.808,124.375,1778.77,334.052,141.322,1760.92,27.577,95.4765,1640.02,44.4972,358.3,1792.77,52.0699,116.096,1383.38,435.745,,,,218.663,1331.4,52.686,,,,,,,,,
483,0,311.524,1714.82,931.192,337.519,1457.47,938.457,,,,,,,145.361,1750.97,465.783,103.815,1744.8,449.801,124.135,1778.85,334.026,141.319,1760.91,27.6195,95.4836,1639.99,44.5211,358.318,1792.77,52.0344,115.368,1383.76,435.143,,,,218.688,1331.4,52.6657,,,,,,,,,
484,0,311.605,1715.3,930.996,337.692,1458.03,938.324,,,,,,,145.313,1751.1,465.757,103.068,1745.03,449.811,124.045,1779.04,334.017,141.292,1760.86,27.6233,95.5079,1639.97,44.5559,358.344,1792.77,51.9864,115.168,1383.93,435.151,,,,218.698,1331.38,52.6388,,,,,,,,,
485,0,311.369,1715.36,930.641,337.85,1458.63,938.243,,,,,,,145.194,1751.28,465.705,103.012,1745.47,449.834,124.086,1779.3,334.024,141.269,1760.83,27.6359,95.5398,1639.96,44.6162,358.368,1792.78,51.9422,115.225,1384.07,435.243,,,,218.719,1331.37,52.6019,,,,,,,,,
486,0,311.305,1715.72,930.39,338.083,1459.17,938.166,,,,,,,145.22,1751.53,465.678,103.112,1745.91,449.871,124.209,1779.6,334.032,141.293,1760.84,27.6741,95.5641,1639.96,44.6605,358.408,1792.76,51.8878,115.248,1384.23,435.324,,,,218.727,1331.36,52.5723,,,,,,,,,
487,0,311.447,1716.3,930.312,338.342,1459.66,938.078,,,,,,,144.622,1751.3,464.56,103.17,1746.25,449.916,124.429,1779.93,334.053,141.317,1760.86,27.7053,95.5668,1639.98,44.7012,358.42,1792.76,51.844,115.293,1384.39,435.383,,,,218.744,1331.35,52.5376,,,,,,,,,
488,0,311.614,1716.83,930.331,338.614,1460.12,937.991,,,,,,,145.716,1752.64,465.767,103.215,1746.65,449.954,124.667,1780.25,334.051,141.326,1760.86,27.749,95.5946,1639.98,44.7633,358.441,1792.74,51.7942,115.547,1384.57,435.556,,,,218.764,1331.35,52.5152,,,,,,,,,
489,0,311.756,1717.33,930.31,338.855,1460.64,937.973,,,,,,,146.137,1753.1,465.89,103.98,1747.27,449.815,124.9,1780.63,334.005,141.34,1760.87,27.7769,95.5956,1640.01,44.817,358.464,1792.72,51.7359,116.412,1384.53,436.232,,,,218.788,1331.34,52.4969,,,,,,,,,
490,0,311.96,1717.9,930.333,339.027,1461.21,937.914,,,,,,,146.007,1753.47,465.749,104.425,1748.02,449.876,125.214,1781.09,334.005,141.336,1760.87,27.7888,95.5942,1640.03,44.8646,358.484,1792.7,51.6992,116.693,1384.7,436.299,,,,218.796,1331.33,52.4704,,,,,,,,,
491,0,312.168,1718.43,930.319,339.3,1461.75,937.798,,,,,,,145.467,1753.34,464.54,104.729,1748.51,449.895,125.579,1781.57,333.988,141.347,1760.86,27.7989,95.6089,1640.04,44.915,358.509,1792.68,51.6569,116.925,1384.87,436.43,,,,218.804,1331.31,52.4487,,,,,,,,,
492,0,312.237,1718.75,930.221,339.67,1462.2,937.666,,,,,,,146.713,1754.7,465.795,103.814,1748.9,450.23,126.069,1782.01,333.953,141.356,1760.86,27.8287,95.6201,1640.07,44.9668,358.56,1792.66,51.6191,117.122,1385.03,436.521,,,,218.83,1331.3,52.4408,,,,,,,,,
493,0,312.147,1718.92,930.063,340.046,1462.72,937.605,,,,,,,147.683,1755.36,465.816,104.197,1749.61,450.253,126.599,1782.51,333.906,141.357,1760.87,27.8243,95.6239,1640.09,45.0256,358.595,1792.64,51.5792,117.645,1385.36,437.543,,,,218.835,1331.29,52.4166,,,,,,,,,
494,0,312.169,1719.31,929.975,340.283,1463.38,937.482,,,,,,,148.089,1755.77,465.691,104.461,1750.4,450.181,127.182,1783.11,333.797,141.376,1760.88,27.8479,95.6062,1640.14,45.0616,358.618,1792.62,51.536,117.654,1385.35,437.056,,,,218.833,1331.28,52.4071,,,,,,,,,
495,0,312.483,1720.12,930.009,340.633,1463.94,937.323,,,,,,,147.771,1755.81,464.632,105.799,1751.16,449.835,127.69,1783.69,333.769,141.414,1760.91,27.8821,95.6045,1640.18,45.1161,358.649,1792.61,51.4898,117.575,1385.64,437.037,,,,218.866,1331.28,52.3758,,,,,,,,,
496,0,312.906,1721.05,930.114,341.079,1464.48,937.212,,,,,,,149.048,1757.16,465.851,106.332,1751.92,449.918,128.098,1784.18,333.762,141.426,1760.94,27.8873,95.6003,1640.24,45.1564,358.671,1792.6,51.4536,117.644,1385.93,437.011,,,,218.891,1331.25,52.35,,,,,,,,,
497,0,313.117,1721.66,930.131,341.506,1465.17,937.068,,,,,,,149.439,1757.56,465.879,106.375,1752.3,450.055,128.405,1784.61,333.731,141.457,1760.94,27.8974,95.6055,1640.28,45.211,358.683,1792.59,51.4003,117.76,1386.24,436.99,,,,218.9,1331.23,52.3162,,,,,,,,,
498,0,313.183,1722.13,930.046,341.821,1465.92,936.963,,,,,,,149.104,1758.01,465.955,105.644,1752.99,450.243,128.697,1785.08,333.711,141.453,1760.95,27.9066,95.6352,1640.29,45.2502,358.714,1792.58,51.3729,117.863,1386.7,437.18,,,,218.926,1331.22,52.2855,,,,,,,,,
499,0,313.373,1722.76,930.009,342.268,1466.53,936.812,,,,,,,148.491,1758.09,464.918,106.064,1753.56,450.194,128.932,1785.49,333.656,141.447,1760.93,27.9124,95.6244,1640.34,45.2966,358.727,1792.57,51.3242,117.025,1387.4,436.7,,,,218.935,1331.21,52.2533,,,,,,,,,
