,,Xie0406:LASI,,,Xie0406:RASI,,,Xie0406:LPSI,,,Xie0406:RPSI,,,Xie0406:LTHI,,,Xie0406:LKNE,,,Xie0406:LTIB,,,Xie0406:LANK,,,Xie0406:LHEE,,,Xie0406:LTOE,,,Xie0406:RTHI,,,Xie0406:RKNE,,,Xie0406:RTIB,,,Xie0406:RANK,,,Xie0406:RHEE,,,Xie0406:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1321,0,,,,,,,,,,,,,357.639,1373.05,448.861,,,,374.842,1426.01,324.509,320.483,1511.79,21.1403,,,,310.304,1289.72,53.0485,,,,,,,28.8757,790.595,149.633,,,,,,,,,
1322,0,,,,,,,,,,,,,357.315,1369.61,448.91,,,,374.542,1423.62,324.951,320.356,1511.7,21.6574,,,,310.278,1289.68,52.8185,,,,,,,29.1092,774.683,154.612,,,,,,,,,
1323,0,,,,,,,,,,,,,357.634,1366.35,448.929,,,,374.024,1421.08,325.322,320.235,1511.56,22.2321,,,,310.283,1289.64,52.6233,,,,,,,29.6439,760.173,158.863,,,,,,,,,
1324,0,,,,,,,,,,,,,357.313,1362.59,448.992,,,,373.653,1418.28,325.995,320.17,1511.44,22.924,,,,310.304,1289.6,52.4578,,,,,,,30.9849,746.295,163.018,,,,,,,,,
1325,0,,,,,,,,,,,,,357.519,1358.8,449.017,,,,373.304,1415.53,326.673,320.159,1511.31,23.6105,,,,310.325,1289.57,52.2906,,,,,,,32.4809,733.729,166.264,,,,,,,,,
1326,0,,,,,,,,,,,,,357.285,1354.62,449.229,,,,373.121,1412.53,327.438,320.096,1511.16,24.5324,,,,310.372,1289.56,52.1096,,,,,,,35.0103,722.337,168.159,,,,,,,,,
1327,0,,,,,,,,,,,,,357.506,1350.41,449.393,,,,372.856,1409.34,328.224,319.973,1510.91,25.6455,,,,310.395,1289.52,51.932,,,,,,,38.2173,711.865,169.018,,,,,,,,,
1328,0,,,,,,,,,,,,,357.181,1345.44,449.686,,,,372.693,1405.74,329.12,320.039,1510.62,27.0576,,,,310.428,1289.47,51.7179,,,,,,,41.6546,703.089,168.136,,,,,,,,,
1329,0,,,,,,,,,,,,,357.398,1340.28,450.039,,,,372.602,1401.83,330.01,320.124,1510.28,28.694,,,,310.437,1289.4,51.4832,,,,,,,45.4837,695.57,165.806,,,,,,,,,
1330,0,,,,,,,,,,,,,357.515,1334.75,450.249,,,,372.503,1397.67,331.072,320.272,1509.79,30.6372,,,,310.471,1289.35,51.2745,,,,,,,49.6251,689.17,162.132,,,,,,,,,
1331,0,,,,,,,,,,,,,357.765,1328.71,450.612,,,,372.625,1393.22,332.135,320.43,1509.24,32.9175,,,,310.49,1289.3,51.0588,,,,,,,54.0657,684.322,157.009,,,,,,,,,
1332,0,,,,,,,,,,,,,357.577,1321.94,451.032,,,,372.568,1388.33,333.102,320.674,1508.7,35.4887,,,,310.501,1289.28,50.8274,,,,,,,58.3114,680.481,150.086,,,,,,,,,
1333,0,,,,,,,,,,,,,357.602,1314.86,451.334,,,,372.401,1382.91,334.3,320.935,1507.86,38.3244,,,,310.506,1289.28,50.6308,,,,,,,62.4499,677.668,142.081,,,,,,,,,
1334,0,,,,,,,,,,,,,357.807,1307.13,451.621,,,,372.938,1376.74,335.916,321.368,1506.81,41.5746,,,,310.526,1289.28,50.4611,,,,,,,66.4149,675.823,135.101,,,,,,,,,
1335,0,,,,,,,,,,,,,358.175,1298.82,451.917,,,,373.162,1370.36,337.305,321.815,1505.65,45.0763,,,,310.528,1289.28,50.2956,,,,,,,69.6217,674.036,127.918,,,,,,,,,
1336,0,,,,,,,,,,,,,358.421,1289.45,452.286,,,,373.322,1363.1,338.903,322.447,1504.16,49.1039,,,,310.551,1289.34,50.13,,,,,,,71.5878,671.513,119.299,,,,,,,,,
1337,0,,,,,,,,,,,,,356.617,1278.83,452.01,,,,373.661,1355.28,340.461,323.035,1502.38,53.6169,,,,310.583,1289.43,49.9231,,,,,,,71.625,667.019,108.612,,,,,,,,,
1338,0,,,,,,,,,,,,,358.588,1268.43,452.188,,,,373.793,1346.63,342.067,323.549,1500.15,58.7745,,,,310.639,1289.69,49.5853,,,,,,,71.4873,658.626,100.842,,,,,,,,,
1339,0,,,,,,,,,,,,,360.034,1256.94,451.782,,,,373.99,1337,343.854,323.725,1497.74,64.6509,,,,310.807,1290.22,49.1372,,,,,,,71.7577,651.419,92.8507,,,,,,,,,
1340,0,,,,,,,,,,,,,359.165,1242.72,451.774,,,,374.522,1326.81,345.782,323.281,1495.07,71.3788,,,,311.151,1291.14,48.6531,,,,,,,72.9892,645.239,87.0244,,,,,,,,,
1341,0,,,,,,,,,,,,,360.637,1228.55,451.271,,,,375.389,1315.91,347.664,322.1,1492.01,78.8599,,,,311.582,1292.58,48.0737,,,,,,,75.0199,640.606,81.9506,,,,,,,,,
1342,0,,,,,,,,,,,,,363.188,1213.81,450.651,,,,376.435,1304.44,349.659,319.924,1488.62,87.0732,,,,312.179,1294.75,47.0968,,,,,,,76.8653,638.307,77.6374,,,,,,,,,
1343,0,,,,,,,,,,,,,369.22,1199.92,450.683,,,,377.722,1292.5,351.581,316.936,1484.48,95.9778,,,,312.72,1297.37,45.7874,,,,,,,77.687,637.663,73.8718,,,,,,,,,
1344,0,,,,,,,,,,,,,372.697,1183.65,450.182,,,,379.272,1279.92,353.55,312.971,1479.51,105.617,,,,313.469,1300.03,44.0937,,,,,,,77.7829,637.908,70.2805,,,,,,,,,
1345,0,,,,,,,,,,,,,375.273,1166.32,449.602,,,,380.095,1266.54,355.647,308.717,1473.53,116.201,,,,314.219,1302.63,42.2296,,,,,,,77.5279,637.988,67.4591,,,,,,,,,
1346,0,,,,,,,,,,,,,377.351,1148.22,449.163,,,,380.321,1251.71,357.945,304.797,1465.85,128.119,,,,315.554,1302.63,40.6315,,,,,,,77.3225,637.808,65.9119,,,,,,,,,
1347,0,,,,,,,,,,,,,378.808,1128.63,448.919,,,,380.162,1235.16,360.504,301.593,1455.47,141.636,,,,317.34,1298.7,39.5323,,,,,,,76.9281,637.204,64.5851,,,,,,,,,
1348,0,,,,,,,,,,,,,380.599,1108.15,448.567,,,,380.316,1217.6,363.247,298.715,1442.55,155.656,,,,318.518,1294.06,38.494,,,,,,,76.4769,636.294,63.4634,,,,,,,,,
1349,0,,,,,,,,,,,,,382.414,1087.03,448.372,,,,380.863,1198.76,366.12,296.203,1428.06,169.649,,,,319.113,1288.95,38.1252,,,,,,,76.1427,635.392,62.6312,,,,,,,,,
1350,0,,,,,,,,,,,,,384.52,1065.64,448.632,,,,381.49,1179.03,368.731,293.451,1411.68,183.995,,,,319.885,1282.58,37.7741,,,,,,,75.968,634.57,61.8858,,,,,,,,,
1351,0,,,,,,,,,,,,,386.245,1043.8,449.061,,,,382.225,1158.59,370.928,289.724,1393.87,198.096,,,,320.665,1275.22,36.4034,,,,,,,75.8138,633.859,61.2658,,,,,,,,,
1352,0,,,,,,,,,,,,,387.542,1021.45,449.928,,,,383.116,1137.43,372.619,284.848,1374.77,210.705,,,,321.89,1265.62,34.581,,,,,,,75.7771,633.357,60.7594,,,,,,,,,
1353,0,,,,,,,,,,,,,388.842,999.09,450.795,,,,383.768,1115.51,374.393,279.988,1354.91,221.323,,,,326.391,1249.81,33.7614,,,,,,,75.5972,633.216,60.1607,,,,,,,,,
1354,0,,,,,,,,,,,,,389.843,976.7,452.163,,,,384.014,1093.2,376.184,276.195,1334.64,228.516,,,,331.006,1227.99,35.677,,,,,,,75.2572,633.379,59.6531,,,,,,,,,
1355,0,,,,,,,,,,,,,390.371,954.233,453.799,,,,383.758,1070.89,378.556,273.947,1313.85,231.952,,,,332.782,1204.61,40.9387,,,,,,,75.0948,633.466,59.3265,,,,,,,,,
1356,0,,,,,,,,,,,,,391.428,931.675,456.404,,,,383.585,1048.79,381.499,273.225,1291.79,232.054,,,,331.305,1178,49.493,,,,,,,78.851,628.664,61.6494,,,,,,,,,
1357,0,,,,,,,,,,,,,391.573,909.748,458.579,,,,381.939,1026.93,385.03,273.37,1268.23,230.352,,,,327.328,1149.24,57.4937,,,,,,,79.3491,628.606,60.9215,,,,,,,,,
1358,0,,,,,,,,,,,,,391.565,888.041,461.105,,,,380.197,1005.26,388.041,274.354,1242.99,227.571,,,,321.767,1117.85,61.2312,,,,,,,76.2876,632.362,58.6863,,,,,,,,,
1359,0,,,,,,,,,,,,,391.364,866.965,464.316,,,,378.699,983.09,390.308,275.533,1216.68,223.73,,,,317.454,1082.62,61.2712,,,,,,,76.24,632.565,58.1502,,,,,,,,,
1360,0,,,,,,,,,,,,,391.079,845.809,467.349,,,,377.714,960.422,391.816,276.514,1189.75,218.394,,,,314.21,1045.7,59.4511,,,,,,,77.1713,631.553,58.3391,,,,,,,,,
1361,0,,,,,,,,,,,,,390.977,825.555,471.301,,,,377.798,936.697,392.819,276.991,1162.23,211.123,,,,311.537,1008.61,57.2259,,,,,,,77.6306,630.931,58.6034,,,,,,,,,
1362,0,,,,,,,,,,,,,389.9,804.572,474.008,,,,377.665,913.694,392.736,277.356,1134.17,201.914,,,,310.754,970.667,55.5842,,,,,,,77.5138,630.412,59.4097,,,,,,,,,
1363,0,,,,,,,,,,,,,388.899,784.447,477.756,,,,377.719,890.923,391.945,277.672,1105.15,191.189,,,,312.065,932.812,55.6282,,,,,,,77.5116,630.387,59.4131,,,,,,,,,
1364,0,,,,,,,,,,,,,387.292,764.02,480.385,,,,377.88,868.112,390.501,278.371,1075.46,179.325,,,,314.276,895.683,55.9582,,,,,,,77.3907,630.549,59.3019,,,,,,,,,
1365,0,,,,,,,,,,,,,386.204,745.073,482.749,,,,377.91,845.665,388.572,279.455,1044.25,167.015,,,,316.651,857.266,56.0828,,,,,,,77.2552,630.645,59.1781,,,,,,,,,
1366,0,,,,,,,,,,,,,385.009,727.132,484.857,,,,377.609,823.389,386.34,280.679,1011.89,154.516,,,,320.44,818.64,56.7947,,,,,,,77.2072,630.662,59.0912,,,,,,,,,
1367,0,,,,,,,,,,,,,383.449,709.452,486.901,,,,377.15,801.13,383.242,281.99,978.295,141.599,,,,324.665,779.47,57.3456,,,,,,,77.1855,630.647,59.0019,,,,,,,,,
1368,0,,,,,,,,,,,,,381.737,692.605,488.649,,,,376.834,779.456,379.898,283.682,943.826,128.418,,,,329.658,739.411,57.9632,,,,,,,78.6522,628.818,59.8298,,,,,,,,,
1369,0,,,,,,,,,,,,,380.091,676.451,489.987,,,,376.383,758.035,376.204,285.961,907.699,115.141,,,,335.02,698.956,59.0404,,,,,,,79.1104,628.215,59.9499,,,,,,,,,
1370,0,,,,,,,,,,,,,378.155,661.889,490.882,,,,375.7,736.768,372.411,287.972,869.783,101.375,,,,340.363,658.773,60.6185,,,,,,,78.5164,628.888,59.4348,,,,,,,,,
1371,0,,,,,,,,,,,,,376.297,647.74,491.446,,,,375.106,715.951,368.539,290.683,831.713,88.2681,,,,345.863,618.718,62.8003,,,,,,,77.3436,630.263,58.5766,,,,,,,,,
1372,0,,,,,,,,,,,,,374.227,634.555,491.472,,,,374.542,695.781,364.885,293.897,792.684,75.6561,,,,351.209,578.648,65.9575,,,,,,,74.4805,633.254,57.3069,,,,,,,,,
1373,0,,,,,,,,,,,,,372.459,621.994,491.291,,,,374.016,676.326,361.291,297.902,753.346,63.5996,,,,356.282,539.047,69.7993,,,,,,,74.2641,633.408,57.0469,,,,,,,,,
1374,0,,,,,,,,,,,,,369.622,611.17,490.546,,,,373.38,657.276,357.534,301.396,712,53.0861,,,,361.233,499.412,74.742,,,,,,,74.3091,633.272,56.882,,,,,,,,,
1375,0,,,,,,,,,,,,,367.141,601.313,489.644,,,,372.739,638.844,353.801,305.755,670.14,44.0417,,,,365.497,460.089,80.6941,,,,,,,74.2562,633.198,56.664,,,,,,,,,
1376,0,,,,,,,,,,,,,364.384,592.367,488.038,,,,372.153,620.782,350.309,310.758,628.092,36.8991,,,,369.061,421.448,88.0759,,,,,,,74.0047,632.886,56.3735,,,,,,,,,
1377,0,,,,,,,,,,,,,361.399,583.52,485.541,,,,371.186,603.25,347.194,316.261,585.697,31.9541,,,,371.598,382.23,97.1958,,,,,,,74.4574,633.625,56.1058,,,,,,,,,
1378,0,,,,,,,,,,,,,357.444,575.047,483.067,,,,370.051,585.776,344.613,321.646,543.836,29.3884,,,,372.178,344.166,108.178,,,,,,,74.4227,633.557,55.8059,,,,,,,,,
1379,0,,,,,,,,,,,,,353.697,565.141,480.588,,,,369.172,567.533,342.651,326.993,502.998,28.9883,,,,371.867,307.247,121.061,,,,,,,74.3646,633.373,55.5006,,,,,,,,,
1380,0,,,,,,,,,,,,,350.074,554.07,478.328,,,,368.181,549.15,341.258,331.872,464.514,30.4761,,,,370.918,272.722,135.801,,,,,,,74.3213,633.275,55.143,,,,,,,,,
1381,0,,,,,,,,,,,,,346.617,542.518,476.799,,,,367.338,530.861,340.878,336.378,429.622,33.6684,,,,368.741,241.76,151.426,,,,,,,74.3533,633.189,54.8073,,,,,,,,,
1382,0,,,,,,,,,,,,,342.976,530.762,476.336,,,,367.089,512.661,342.251,340.836,399.076,38.1895,,,,365.422,214.675,165.884,,,,,,,74.7418,634.041,54.105,,,,,,,,,
1383,0,,,,,,,,,,,,,339.903,518.453,476.406,,,,366.746,494.701,344.845,345.223,372.486,43.6123,,,,360.432,192.085,177.67,,,,,,,73.3515,632.24,53.812,,,,,,,,,
1384,0,,,,,,,,,,,,,337.533,505.677,476.729,,,,366.632,477.182,347.372,348.178,349.636,49.3681,,,,354.085,172.462,186.513,,,,,,,70.4921,631.067,53.3156,,,,,,,,,
1385,0,,,,,,,,,,,,,336.083,492.168,476.482,,,,366.15,460.322,349.189,348.659,330.755,53.8084,,,,347.221,155.162,192.906,,,,,,,72.5681,631.726,52.769,,,,,,,,,
1386,0,,,,,,,,,,,,,335.187,478.581,475.565,,,,365.039,445.157,349.415,346.031,315.362,53.7046,,,,340.816,140.709,195.964,,,,,,,72.8463,631.561,52.3352,,,,,,,,,
1387,0,,,,,,,,,,,,,334.726,465.264,474.15,,,,364.311,431.739,347.556,340.809,302.641,48.8258,,,,335.493,129.841,194.542,,,,,,,72.8475,631.354,51.8367,,,,,,,,,
1388,0,,,,,,,,,,,,,334.157,451.916,472.549,,,,363.357,420.203,343.931,335.55,292.827,42.7092,,,,330.859,121.633,188.864,,,,,,,72.9429,631.203,51.3663,,,,,,,,,
1389,0,,,,,,,,,,,,,333.315,438.793,471.1,,,,361.606,409.669,339.852,330.895,286.611,37.6569,,,,324.791,115.303,179.853,,,,,,,72.9781,631.126,50.8111,,,,,,,,,
1390,0,,,,,,,,,,,,,332.205,425.459,469.589,,,,359.382,399.575,337.353,328.526,287.157,34.6431,,,,316.089,111.379,169.062,,,,,,,72.9433,631.015,50.2987,,,,,,,,,
1391,0,,,,,,,,,,,,,330.866,411.902,467.767,,,,356.993,389.698,335.673,326.144,291.294,32.7227,,,,304.928,109.23,156.282,,,,,,,72.9406,630.927,49.8725,,,,,,,,,
1392,0,,,,,,,,,,,,,329.225,398.486,465.604,,,,354.035,379.928,333.586,323.365,295.464,31.3203,,,,293.86,107.877,144.175,,,,,,,72.8841,630.841,49.4607,,,,,,,,,
1393,0,,,,,,,,,,,,,327.232,385.329,463.008,,,,351.152,370.656,330.508,320.443,298.297,29.4497,,,,283.988,106.934,133.645,,,,,,,72.6987,630.686,49.0597,,,,,,,,,
1394,0,,,,,,,,,,,,,325.458,372.864,461.311,,,,348.295,361.824,326.842,319.043,296.704,27.55,,,,276.879,103.391,123.782,,,,,,,72.4193,630.503,48.6994,,,,,,,,,
1395,0,,,,,,,,,,,,,324.718,361.106,460.987,,,,346.58,352.712,324.596,319.826,290.28,25.7757,,,,272.966,95.698,114.714,,,,,,,72.1343,630.389,48.3909,,,,,,,,,
1396,0,,,,,,,,,,,,,324.85,348.851,461.85,,,,347.853,341.03,326.532,321.169,282.788,23.7847,,,,270.676,85.2361,103.785,,,,,,,71.7676,630.405,48.1101,,,,,,,,,
1397,0,,,,,,,,,,,,,325.26,335.258,462.77,,,,350.678,326.39,330.59,321.853,276.762,21.4046,,,,269.214,75.4863,93.8753,,,,,,,71.1827,630.425,47.7875,,,,,,,,,
1398,0,,,,,,,,,,,,,326.554,320.135,463.556,,,,352.523,310.982,333.598,321.899,275.896,19.4002,,,,269.212,68.2453,85.3348,,,,,,,70.6447,630.406,47.3395,,,,,,,,,
1399,0,,,,,,,,,,,,,327.627,306.041,463.965,,,,353.745,297.45,333.654,322.088,278.3,18.6783,,,,271.612,65.1405,79.0457,,,,,,,71.4522,629.304,47.4772,,,,,,,,,
1400,0,,,,,,,,,,,,,329.488,292.863,463.99,,,,355.579,287.837,330.914,322.205,280.784,19.1336,,,,275.222,64.544,75.6094,,,,,,,73.9356,627.404,47.4809,,,,,,,,,
1401,0,,,,,,,,,,,,,331.004,280.935,464.154,,,,357.218,280.512,327.61,322.156,281.952,19.8768,,,,277.971,65.3774,72.2761,,,,,,,72.9937,627.811,45.3484,,,,,,,,,
1402,0,,,,,,,,,,,,,331.925,270.756,463.94,,,,358.017,273.613,326.622,322.57,281.075,20.3205,,,,279.151,66.3613,68.6625,,,,,,,81.1034,617.154,45.46,,,,,,,,,
1403,0,,,,,,,,,,,,,332.79,261.442,463.756,,,,358.366,265.905,328.166,322.664,279.49,20.1144,,,,278.185,66.3851,66.5097,,,,,,,80.083,612.404,42.937,,,,,,,,,
1404,0,,,,,,,,,,,,,332.908,252.868,463.553,,,,358.426,257.682,329.953,322.399,278.106,19.5687,,,,275.946,65.3522,65.3078,,,,,,,80.0744,606.828,40.6117,,,,,,,,,
1405,0,,,,,,,,,,,,,333.065,245.116,462.863,,,,357.641,250.857,330.399,322.187,277.651,19.306,,,,273.61,63.9125,63.8017,,,,,,,79.3938,601.19,38.2891,,,,,,,,,
1406,0,,,,,,,,,,,,,333.098,238.161,462.256,,,,357.196,245.655,329.313,322.17,278.065,19.9156,,,,271.862,62.2968,63.1831,,,,,,,77.7177,593.974,34.9533,,,,,,,,,
1407,0,,,,,,,,,,,,,332.92,231.607,461.971,,,,356.35,242.911,327.279,322.275,278.772,20.7073,,,,270.689,61.1122,62.5447,,,,,,,75.5236,586.424,31.1578,,,,,,,,,
1408,0,,,,,,,,,,,,,332.664,226.129,461.052,,,,355.831,241.315,325.526,322.192,279.245,21.3934,,,,270.62,60.6544,61.7981,,,,,,,72.2003,575.615,28.0986,,,,,,,,,
1409,0,,,,,,,,,,,,,331.979,221.723,460.041,,,,355.489,239.793,325.295,322.014,279.216,21.7229,,,,271.171,60.6343,61.2071,,,,,,,,,,,,,,,,,,
1410,0,,,,,,,,,,,,,332.175,217.302,459.604,,,,355.734,236.927,326.316,321.885,278.856,21.9208,,,,271.91,60.9513,60.3451,,,,,,,,,,,,,,,,,,
1411,0,,,,,,,,,,,,,331.655,213.587,458.832,,,,355.359,234.099,326.914,321.727,278.513,22.1689,,,,272.656,61.2028,59.77,,,,,,,,,,,,,,,,,,
1412,0,,,,,,,,,,,,,331.631,209.418,458.467,,,,355.065,231.235,326.665,321.58,278.388,22.5362,,,,273.38,61.1031,59.4325,,,,,,,,,,,,,,,,,,
1413,0,,,,,,,,,,,,,330.618,206.035,458.027,,,,354.955,228.562,325.786,321.492,278.5,22.9827,,,,273.815,60.6596,59.1552,,,,,,,,,,,,,,,,,,
1414,0,,,,,,,,,,,,,331.561,201.007,458.028,,,,354.788,226.086,325.051,321.412,278.641,23.3946,,,,273.788,60.2376,58.876,,,,,,,,,,,,,,,,,,
1415,0,,,,,,,,,,,,,330.33,197.678,457.96,,,,354.771,223.119,325.4,321.382,278.603,23.686,,,,273.393,59.9322,58.566,,,,,,,,,,,,,,,,,,
1416,0,,,,,,,,,,,,,330.217,193.986,457.964,,,,354.967,219.5,326.328,321.358,278.467,23.9273,,,,272.835,59.8144,58.2349,,,,,,,,,,,,,,,,,,
1417,0,,,,,,,,,,,,,330.155,190.673,457.971,,,,355.192,216.007,327.042,321.338,278.36,24.1918,,,,272.351,59.8167,57.9648,,,,,,,,,,,,,,,,,,
1418,0,,,,,,,,,,,,,330.308,187.548,458.11,,,,355.2,213.262,327.244,321.34,278.305,24.504,,,,271.952,59.8573,57.7307,,,,,,,,,,,,,,,,,,
1419,0,,,,,,,,,,,,,330.479,184.84,458.246,,,,354.912,211.811,327.109,321.317,278.281,24.811,,,,271.664,59.94,57.4994,,,,,,,,,,,,,,,,,,
1420,0,,,,,,,,,,,,,330.338,183.019,458.112,,,,354.861,211.139,327.137,321.273,278.236,25.1359,,,,271.628,59.9282,57.3251,,,,,,,,,,,,,,,,,,
1421,0,,,,,,,,,,,,,330.614,181.418,458.197,,,,354.961,211.062,327.403,321.191,278.233,25.4439,,,,271.636,59.8526,57.1575,,,,,,,,,,,,,,,,,,
1422,0,,,,,,,,,,,,,330.639,180.712,458.161,,,,355.108,211.119,327.731,321.069,278.248,25.6784,,,,271.634,59.7302,56.9997,,,,,,,,,,,,,,,,,,
1423,0,,,,,,,,,,,,,330.864,180.236,458.359,,,,355.181,211.111,327.983,320.979,278.262,25.8705,,,,271.707,59.5754,56.8564,,,,,,,,,,,,,,,,,,
1424,0,,,,,,,,,,,,,331.093,179.858,458.627,,,,355.349,210.863,328.268,320.913,278.283,26.011,,,,271.708,59.49,56.7537,,,,,,,,,,,,,,,,,,
1425,0,,,,,,,,,,,,,331.676,179.152,459.11,,,,355.676,210.486,328.71,320.852,278.29,26.1622,,,,271.677,59.4763,56.6648,,,,,,,,,,,,,,,,,,
1426,0,,,,,,,,,,,,,332.185,178.421,459.509,,,,356.042,210.13,329.224,320.787,278.282,26.3105,,,,271.664,59.4733,56.5756,,,,,,,,,,,,,,,,,,
1427,0,,,,,,,,,,,,,332.895,177.428,459.936,,,,356.427,209.652,329.757,320.729,278.287,26.4491,,,,271.681,59.4425,56.4916,,,,,,,,,,,,,,,,,,
1428,0,,,,,,,,,,,,,332.75,176.983,460.148,,,,356.649,209.175,330.118,320.682,278.264,26.5789,,,,271.726,59.4182,56.3871,,,,,,,,,,,,,,,,,,
1429,0,,,,,,,,,,,,,332.77,176.311,460.545,,,,356.752,208.86,330.35,320.588,278.239,26.7876,,,,271.766,59.3896,56.2825,,,,,,,,,,,,,,,,,,
1430,0,,,,,,,,,,,,,332.802,175.523,460.686,,,,356.89,208.62,330.589,320.504,278.2,27.0704,,,,271.801,59.3505,56.1702,,,,,,,,,,,,,,,,,,
1431,0,,,,,,,,,,,,,333.182,174.119,460.868,,,,357.226,208.134,330.976,320.404,278.162,27.3753,,,,271.832,59.3142,56.0684,,,,,,,,,,,,,,,,,,
1432,0,,,,,,,,,,,,,333.648,172.602,461.119,,,,357.677,207.384,331.434,320.288,278.138,27.6199,,,,271.849,59.3354,55.9669,,,,,,,,,,,,,,,,,,
1433,0,,,,,,,,,,,,,333.425,171.15,461.207,,,,357.974,206.562,331.866,320.207,278.13,27.8223,,,,271.892,59.3794,55.8707,,,,,,,,,,,,,,,,,,
1434,0,,,,,,,,,,,,,333.061,169.291,461.009,,,,358.026,205.677,332.201,320.143,278.109,28.0088,,,,271.93,59.4181,55.7914,,,,,,,,,,,,,,,,,,
1435,0,,,,,,,,,,,,,333.254,166.294,460.9,,,,358.009,204.476,332.473,320.095,278.111,28.1667,,,,271.971,59.4715,55.7037,,,,,,,,,,,,,,,,,,
1436,0,,,,,,,,,,,,,333.303,162.966,460.587,,,,357.833,202.707,332.573,320.058,278.1,28.3191,,,,272.009,59.5214,55.6083,,,,,,,,,,,,,,,,,,
1437,0,,,,,,,,,,,,,332.857,159.007,460.2,,,,358.028,199.612,332.757,320.037,278.101,28.4406,,,,272.058,59.5755,55.5187,,,,,,,,,,,,,,,,,,
1438,0,,,,,,,,,,,,,332.574,154.109,459.788,,,,357.466,196.428,332.634,320.016,278.069,28.5976,,,,272.104,59.6471,55.4345,,,,,,,,,,,,,,,,,,
1439,0,,,,,,,,,,,,,332.257,148.469,459.207,,,,357.061,192.411,332.727,319.981,277.98,28.9471,,,,272.132,59.7236,55.3417,,,,,,,,,,,,,,,,,,
1440,0,,,,,,,,,,,,,331.257,142.445,458.541,,,,356.483,188.041,332.917,319.919,277.881,29.4187,,,,272.207,59.7315,55.2385,,,,,,,,,,,,,,,,,,
1441,0,,,,,,,,,,,,,330.72,135.527,458.196,,,,355.971,183.139,333.39,319.788,277.889,30.0193,,,,272.281,59.7086,55.1174,,,,,,,,,,,,,,,,,,
1442,0,,,,,,,,,,,,,330.178,128.2,457.752,,,,355.048,178.164,333.792,319.629,277.836,31.0533,,,,272.373,59.6674,55.0136,,,,,,,,,,,,,,,,,,
1443,0,,,,,,,,,,,,,329.459,120.367,457.492,,,,354.596,172.273,334.644,319.607,277.454,32.4637,,,,272.445,59.659,54.895,,,,,,,,,,,,,,,,,,
1444,0,,,,,,,,,,,,,328.602,112.001,457.129,,,,353.641,166.254,335.342,319.502,277.206,34.0247,,,,272.529,59.6702,54.7978,,,,,,,,,,,,,,,,,,
1445,0,,,,,,,,,,,,,327.618,102.901,457.038,,,,352.486,159.909,336.1,319.605,276.345,36.5386,,,,272.599,59.7089,54.6894,,,,,,,,,,,,,,,,,,
1446,0,,,,,,,,,,,,,326.464,93.1901,456.768,,,,351.699,152.553,337.381,319.856,275.438,39.5985,,,,272.718,59.7448,54.6109,,,,,,,,,,,,,,,,,,
1447,0,,,,,,,,,,,,,325.233,82.6777,456.717,,,,350.694,144.719,338.708,319.558,274.548,43.1599,,,,272.877,59.8079,54.526,,,,,,,,,,,,,,,,,,
1448,0,,,,,,,,,,,,,323.821,71.3612,456.686,,,,349.575,136.211,340.322,319.205,273.401,47.5003,,,,273.102,59.8701,54.4309,,,,,,,,,,,,,,,,,,
1449,0,,,,,,,,,,,,,323.13,58.5069,456.841,,,,348.357,127.01,342.068,319.101,271.251,53.1143,,,,273.413,59.9865,54.3334,,,,,,,,,,,,,,,,,,
1450,0,,,,,,,,,,,,,321.478,45.4652,456.814,,,,347.077,116.971,344.106,318.151,269.183,59.1152,,,,273.772,60.215,54.1939,,,,,,,,,,,,,,,,,,
1451,0,,,,,,,,,,,,,320.677,30.8778,456.899,,,,346.187,105.642,346.567,316.8,266.207,66.234,,,,274.388,60.4774,54.0203,,,,,,,,,,,,,,,,,,
1452,0,,,,,,,,,,,,,320.617,15.0549,457.13,,,,345.476,93.7664,349.119,314.482,263.147,74.1834,,,,275.27,61.0118,53.7572,,,,,,,,,,,,,,,,,,
1453,0,,,,,,,,,,,,,321.776,-1.67685,457.656,,,,345.328,81.0403,352.267,310.913,259.738,83.0814,,,,276.526,61.9695,53.2702,,,,,,,,,,,,,,,,,,
1454,0,,,,,,,,,,,,,323.022,-18.6695,458.544,,,,345.332,67.758,355.532,306.504,255.777,93.1667,,,,278.047,63.6748,52.3241,,,,,,,,,,,,,,,,,,
1455,0,,,,,,,,,,,,,323.28,-36.3643,459.229,,,,345.13,53.8273,359.257,301.427,250.749,104.375,,,,279.786,65.8469,50.4907,,,,,,,,,,,,,,,,,,
1456,0,,,,,,,,,,,,,323.68,-55.8176,460.516,,,,344.323,38.6099,363.319,296.592,243.936,116.894,,,,281.554,67.9478,48.079,,,,,,,,,,,,,,,,,,
