103.43281300091243	1.0261106491088867	0	0	0	0		0.52	2.21	0.8	-0.06	-0.0	-0.01	-92.7	-92.72683629201836		-3.07	-26.98	14.21	0.05	0.03	-0.02	-87.14	-86.61421817867672		3.52	10.23	-7.27	-0.07	0.01	-0.03	-81.17	-81.3977477461915		0.33	-10.3	-4.02	0.02	-0.03	-0.07	-161.02	-160.83838868769942		3.87	-1.91	-11.6	-0.03	0.0	-0.02	159.37	159.37400945471154		-10.27	-1.04	-10.34	0.0	-0.01	0.02	166.99	167.03091420545294		20.56	-8.07	28.3	0.02	0.05	0.0	135.03	135.19525920190148		
73.73822541797789	0.014576435089111328	0	0	0	0		0.06	1.07	0.86	-0.03	-0.01	0.01	-92.69	-92.72683629201836		-3.7	-21.57	14.32	0.02	0.0	-0.02	-87.39	-86.61421817867672		2.78	8.1	-7.19	-0.08	0.01	-0.02	-81.07	-81.3977477461915		0.33	-10.3	-4.02	0.02	-0.03	-0.07	-161.02	-160.83838868769942		4.92	1.11	-11.74	-0.02	-0.01	-0.02	159.4	159.37400945471154		-7.85	-0.75	-5.52	-0.0	-0.02	0.01	166.94	167.03091420545294		8.85	11.63	22.8	0.0	0.04	0.0	135.25	135.19525920190148		
150.3873789888849	0.007946252822875977	0	0	0	0		-5.58	4.59	3.16	0.03	0.01	0.01	-92.61	-92.72683629201836		-3.7	-21.57	14.32	0.02	0.0	-0.02	-87.39	-86.61421817867672		2.78	8.1	-7.19	-0.08	0.01	-0.02	-81.07	-81.3977477461915		-1.03	-6.03	-2.62	-0.02	-0.03	-0.07	-161.12	-160.83838868769942		7.64	12.28	-14.69	-0.02	-0.01	-0.02	159.68	159.37400945471154		-7.85	-0.75	-5.52	-0.0	-0.02	0.01	166.94	167.03091420545294		8.85	11.63	22.8	0.0	0.04	0.0	135.25	135.19525920190148		
139.06382414376182	0.00829315185546875	0	0	0	0		-5.58	4.59	3.16	0.03	0.01	0.01	-92.61	-92.72683629201836		-3.7	-21.57	14.32	0.02	0.0	-0.02	-87.39	-86.61421817867672		2.78	8.1	-7.19	-0.08	0.01	-0.02	-81.07	-81.3977477461915		-1.03	-6.03	-2.62	-0.02	-0.03	-0.07	-161.12	-160.83838868769942		7.64	12.28	-14.69	-0.02	-0.01	-0.02	159.68	159.37400945471154		-7.85	-0.75	-5.52	-0.0	-0.02	0.01	166.94	167.03091420545294		3.63	21.61	20.92	-0.01	0.02	0.0	135.52	135.19525920190148		
124.7117031398668	0.008726358413696289	0	0	0	0		-5.58	4.59	3.16	0.03	0.01	0.01	-92.61	-92.72683629201836		-1.75	-4.34	8.28	-0.08	-0.02	-0.02	-87.91	-86.61421817867672		5.41	6.16	-6.53	-0.09	-0.0	-0.03	-80.82	-81.3977477461915		-1.03	-6.03	-2.62	-0.02	-0.03	-0.07	-161.12	-160.83838868769942		7.98	17.74	-15.92	-0.02	-0.01	-0.02	159.87	159.37400945471154		-7.85	-0.75	-5.52	-0.0	-0.02	0.01	166.94	167.03091420545294		3.63	21.61	20.92	-0.01	0.02	0.0	135.52	135.19525920190148		
108.993919234967	0.009660482406616211	0	0	0	0		-6.92	7.52	4.1	0.05	0.01	0.01	-92.53	-92.72683629201836		-1.75	-4.34	8.28	-0.08	-0.02	-0.02	-87.91	-86.61421817867672		5.41	6.16	-6.53	-0.09	-0.0	-0.03	-80.82	-81.3977477461915		-1.03	-6.03	-2.62	-0.02	-0.03	-0.07	-161.12	-160.83838868769942		8.83	30.61	-17.57	-0.04	0.0	-0.04	160.45	159.37400945471154		-6.21	-0.46	-4.02	-0.0	-0.02	0.02	166.93	167.03091420545294		-2.79	33.98	18.37	-0.04	0.02	0.0	136.63	135.19525920190148		
102.5677744357225	0.01018214225769043	0	0	0	0		-6.92	7.52	4.1	0.05	0.01	0.01	-92.53	-92.72683629201836		-0.78	-1.23	5.31	-0.06	-0.01	-0.01	-87.94	-86.61421817867672		5.41	6.16	-6.53	-0.09	-0.0	-0.03	-80.82	-81.3977477461915		-1.91	-4.41	-1.84	-0.01	-0.03	-0.06	-161.16	-160.83838868769942		8.83	30.61	-17.57	-0.04	0.0	-0.04	160.45	159.37400945471154		-3.73	0.2	-1.43	-0.0	-0.02	0.02	166.91	167.03091420545294		-2.79	33.98	18.37	-0.04	0.02	0.0	136.63	135.19525920190148		
106.06407889745859	0.009976625442504883	0	0	0	0		-8.69	14.7	4.88	0.06	0.02	-0.0	-92.26	-92.72683629201836		-0.78	-1.23	5.31	-0.06	-0.01	-0.01	-87.94	-86.61421817867672		6.9	10.4	-5.25	-0.07	0.0	-0.04	-80.7	-81.3977477461915		-4.34	6.75	-1.01	-0.01	-0.01	-0.04	-161.03	-160.83838868769942		9.06	35.47	-18.23	-0.05	0.01	-0.03	160.8	159.37400945471154		-3.73	0.2	-1.43	-0.0	-0.02	0.02	166.91	167.03091420545294		-4.1	35.71	19.08	-0.03	0.01	0.0	137.05	135.19525920190148		
106.94026159455393	0.009868383407592773	0	0	0	0		-10.14	24.62	4.51	0.01	0.02	-0.01	-91.6	-92.72683629201836		-0.39	12.99	-1.38	-0.04	0.02	0.01	-87.63	-86.61421817867672		6.9	10.4	-5.25	-0.07	0.0	-0.04	-80.7	-81.3977477461915		-4.34	6.75	-1.01	-0.01	-0.01	-0.04	-161.03	-160.83838868769942		6.84	42.28	-17.99	-0.06	0.01	-0.03	162.43	159.37400945471154		-1.46	0.04	-0.69	-0.0	-0.01	0.0	166.91	167.03091420545294		-4.1	35.71	19.08	-0.03	0.01	0.0	137.05	135.19525920190148		
100.83915949415781	0.010427474975585938	0	0	0	0		-10.14	24.62	4.51	0.01	0.02	-0.01	-91.6	-92.72683629201836		-0.39	12.99	-1.38	-0.04	0.02	0.01	-87.63	-86.61421817867672		8.96	25.74	-4.06	0.02	0.01	-0.06	-80.07	-81.3977477461915		-4.4	8.38	-0.7	-0.03	0.01	-0.03	-160.94	-160.83838868769942		6.84	42.28	-17.99	-0.06	0.01	-0.03	162.43	159.37400945471154		-1.46	0.04	-0.69	-0.0	-0.01	0.0	166.91	167.03091420545294		-5.54	42.72	18.37	-0.02	0.01	0.0	138.44	135.19525920190148		
